@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A12-N200-T1.0E-4-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 8 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8}

@data
-0.004719,-0.046131,-0.041793,-0.077271,0.008631,0.018478,0.037229,-0.003808,-0.035474,-0.0113,-0.024316,7,cluster1
-0.010469,-0.008659,-0.036868,-0.04966,0.002922,0.005609,0.022775,0.007464,-0.046978,0.00105,-0.038946,6,cluster2
-0.014036,-0.026986,-0.043687,-0.072327,-0.005391,0.009045,-0.010685,0.011359,-0.046936,0.013357,-0.00353,4,cluster2
-0.023209,-0.004474,-0.043254,-0.040063,0.025943,-0.005493,0.033762,-0.011802,-0.006395,-0.016625,-0.027332,5,cluster6
-0.016531,-0.003602,-0.031151,-0.087283,-0.00075,0.009201,0.003505,-0.003188,-0.02628,0.018868,-0.001421,4,cluster3
-0.009222,-0.010299,-0.022677,-0.064795,0.004937,0.019801,-0.013505,-0.005182,-0.037386,-0.008714,-0.042038,6,cluster2
-0.014868,-0.012161,-0.041048,-0.057116,0.009649,0.014078,0.011823,-0.013845,-0.002164,0.002243,-0.011795,6,cluster6
-0.001501,-0.02731,-0.057205,-0.045131,0.011882,-0.003287,-0.004361,0.009863,-0.034981,0.00842,-0.036173,7,cluster5
0.00425,-0.009185,-0.059507,-0.042112,0.01268,-0.005836,0.005859,0.00032,-0.009831,-0.0084,-0.035964,5,cluster5
0.006354,-0.011754,-0.058652,-0.04082,0.014372,-0.004197,0.006497,-0.000808,-0.009102,-0.009421,-0.037507,6,cluster5
-0.00774,-0.027891,-0.035765,-0.069881,0.012187,0.019156,0.004943,0.002194,-0.014461,0.01023,-0.029144,7,cluster8
-0.031142,-0.029963,-0.029103,-0.073309,-0.001277,0.003231,0.002595,-0.009028,-0.016215,0.011993,-0.013275,6,cluster4
-0.014619,-0.03105,-0.043359,-0.074575,0.011313,-0.012044,0.016057,0.006604,0.000279,-0.008526,-0.027594,6,cluster1
-0.0145,-0.020406,-0.037906,-0.062377,0.017158,0.006795,-0.002089,0.000775,-0.00552,0.001319,-0.046255,7,cluster8
-0.0247,-0.032718,-0.046051,-0.054291,-0.01615,-0.000063,-0.011595,0.005467,-0.034513,0.008671,-0.022082,6,cluster4
-0.03641,-0.021497,-0.045521,-0.06133,0.011491,-0.009375,-0.00093,0.008578,-0.031824,0.00348,-0.044287,7,cluster4
-0.036108,0.008785,-0.02436,-0.052892,0.041444,0.000942,0.004951,-0.028183,-0.002399,0.017594,-0.002692,5,cluster8
0.009358,-0.005071,-0.040419,-0.076533,0.003431,0.006519,0.027454,0.015346,-0.031411,-0.007422,-0.017425,5,cluster2
-0.0247,-0.032718,-0.046051,-0.054291,-0.01615,-0.000063,-0.011595,0.005467,-0.034513,0.008671,-0.022082,6,cluster4
0.007992,-0.010941,-0.057829,-0.051507,0.006205,0.000902,0.026128,0.006931,-0.028646,0.009801,-0.046715,6,cluster3
-0.033829,0.004562,-0.027136,-0.051953,0.000608,0.001159,-0.005679,0.005391,-0.031775,-0.003885,-0.044189,6,cluster4
-0.021278,-0.024439,-0.038077,-0.069974,0.010964,0.00244,0.014709,0.012255,-0.049331,0.004189,-0.035922,7,cluster2
-0.021278,-0.024439,-0.038077,-0.069974,0.010964,0.00244,0.014709,0.012255,-0.049331,0.004189,-0.035922,7,cluster2
-0.006856,-0.015818,-0.039167,-0.062908,0.020225,-0.009521,0.026337,-0.015687,-0.021396,-0.008683,-0.044249,8,cluster6
-0.020167,-0.016299,-0.041563,-0.052436,0.021523,0.014143,0.02873,-0.005613,-0.026601,-0.002635,-0.030957,6,cluster6
-0.005549,-0.019513,-0.039579,-0.052529,0.013495,-0.007483,-0.005239,-0.011245,-0.015233,0.024497,-0.021588,6,cluster8
-0.01233,-0.016775,-0.043555,-0.055335,0.014198,-0.007859,-0.000194,-0.006288,-0.02067,0.020023,-0.030848,6,cluster8
-0.001222,0.000435,-0.033718,-0.080671,0.0125,0.002621,0.027255,0.023474,-0.037562,-0.009996,0.025005,4,cluster2
-0.029937,-0.009306,-0.042648,-0.070688,0.019128,-0.011333,-0.006633,0.007411,-0.023976,0.016518,-0.017652,7,cluster8
0.009406,-0.02941,-0.059471,-0.055086,0.028415,-0.004013,-0.006307,0.016845,0.003221,-0.03819,-0.014234,4,cluster5
-0.02231,-0.022222,-0.034568,-0.072033,0.02713,0.010911,-0.015284,-0.006529,-0.008951,-0.01776,-0.036153,6,cluster8
-0.061453,-0.044893,-0.066268,-0.038064,0.023094,0.089023,0.013294,0.088747,0.024926,-0.015238,-0.010812,3,cluster7
-0.031955,-0.016769,-0.029335,-0.057728,-0.000615,0.001004,-0.00734,0.008569,-0.045878,-0.002559,-0.033536,6,cluster2
-0.058528,-0.040744,-0.018629,-0.070888,0.001082,0.003645,-0.02037,0.002725,-0.024536,0.017829,-0.005098,5,cluster4
-0.009757,-0.015394,-0.044589,-0.080101,-0.000586,0.001035,-0.000141,0.015036,-0.024587,-0.00477,0.018038,5,cluster2
-0.019055,-0.008003,-0.02609,-0.054657,0.008272,-0.003498,-0.001725,-0.015178,-0.02716,0.016335,-0.0075,7,cluster8
-0.023813,-0.03902,-0.043684,-0.063214,-0.028032,0.003976,0.000719,0.003908,-0.032148,-0.001235,-0.027403,5,cluster4
-0.013015,-0.029028,-0.050529,-0.102794,0.012299,-0.002092,-0.017738,0.0454,-0.032372,-0.030941,0.002107,4,cluster2
-0.015036,-0.020388,-0.047984,-0.070098,-0.015077,-0.00144,0.011237,0.017113,-0.039048,0.005406,-0.013213,5,cluster4
-0.001762,-0.019886,-0.051035,-0.092184,0.018483,0.001437,0.00618,0.016919,-0.030048,-0.005516,0.003699,4,cluster2
0.003531,-0.016566,-0.054599,-0.028112,0.022433,0.012894,0.017533,-0.012043,-0.021278,-0.031743,-0.018897,5,cluster5
-0.012666,-0.023427,-0.046524,-0.070572,0.001647,0.005445,0.013037,0.005445,-0.0307,0.015488,-0.021171,7,cluster3
-0.013523,0.006992,-0.0395,-0.080346,-0.00982,0.007995,0.009027,-0.007255,-0.01637,0.012055,-0.019597,5,cluster3
0.005451,-0.009692,-0.037717,-0.063794,0.002641,0.000567,0.003206,0.024774,-0.044928,0.00471,0.001717,5,cluster2
-0.024824,-0.050817,-0.053324,-0.083437,0.013852,-0.017506,0.019182,0.010674,-0.0128,-0.004571,-0.018425,6,cluster1
-0.00828,-0.012655,-0.040383,-0.046883,-0.004366,0.011127,0.001607,-0.003918,-0.021811,-0.005287,-0.016208,5,cluster6
-0.009189,-0.030217,-0.068991,-0.021734,0.037315,0.024975,0.008181,0.03595,-0.01462,0.053507,-0.020467,6,cluster7
0.002782,-0.031534,-0.049725,-0.070589,0.002092,0.001124,0.025552,0.014996,-0.039845,0.006922,-0.022801,5,cluster2
-0.019785,-0.031461,-0.042782,-0.071061,0.006726,0.012481,-0.022252,0.018895,-0.059817,0.000669,-0.014118,4,cluster2
0.016255,-0.037859,-0.051616,-0.065133,0.001554,-0.000511,0.008404,0.006738,-0.035218,0.015837,-0.004562,5,cluster3
-0.006745,-0.009888,-0.046873,-0.060764,0.002021,0.007628,0.009411,0.018266,-0.050004,0.006457,-0.020177,5,cluster2
-0.02809,-0.019684,-0.01768,-0.078481,0.02726,0.011841,0.006603,0.000863,-0.024135,0.01796,-0.021863,6,cluster8
-0.021573,-0.008661,-0.026548,-0.068937,0.036275,0.027324,0.005486,0.017303,0.002042,-0.019395,-0.005382,5,cluster8
-0.02809,-0.019684,-0.01768,-0.078481,0.02726,0.011841,0.006603,0.000863,-0.024135,0.01796,-0.021863,6,cluster8
-0.008775,0.009484,-0.057494,-0.058683,-0.000213,0.002564,-0.008245,0.008578,0.011817,0.012507,-0.019285,4,cluster3
-0.037775,-0.038901,-0.044243,-0.068979,-0.006937,0.002283,0.007536,0.021614,-0.033955,-0.004683,-0.028854,7,cluster4
-0.028741,-0.007327,-0.031799,-0.053929,0.013764,0.015212,0.002539,-0.005424,-0.008456,-0.001611,-0.025901,5,cluster8
-0.023422,-0.013813,-0.040741,-0.060924,-0.00049,0.018575,-0.010847,0.00246,-0.000756,-0.009175,-0.033557,5,cluster4
-0.046515,-0.019666,-0.037883,-0.074758,0.019848,0.004688,-0.010115,0.018735,-0.030026,0.003572,-0.028277,6,cluster8
-0.031173,-0.014516,-0.03381,-0.056641,0.018224,0.016053,0.01018,-0.012796,-0.04109,-0.001769,0.003617,5,cluster8
0.004866,-0.012835,-0.059874,-0.033574,0.018144,-0.014445,0.00498,0.0093,-0.014323,0.006503,-0.021537,6,cluster5
-0.014856,-0.021655,-0.044379,-0.06638,-0.000792,0.000223,0.017618,0.00321,-0.033794,0.003387,-0.03324,7,cluster2
-0.014797,-0.021357,-0.04247,-0.074896,0.010367,-0.006806,-0.001703,-0.005357,-0.024716,0.005544,-0.033347,6,cluster8
-0.009524,-0.027153,-0.049168,-0.074967,-0.000948,0.002073,0.013153,0.024378,-0.032655,-0.020953,-0.039471,7,cluster2
-0.010795,-0.019017,-0.047778,-0.067194,0.003786,0.006443,0.029395,0.004976,-0.045291,-0.009768,-0.01525,7,cluster2
0.015461,-0.034002,-0.058015,-0.058588,0.021344,0.005868,0.000202,0.00693,-0.002214,-0.025285,0.00079,6,cluster5
-0.019489,-0.037414,-0.050596,-0.095639,0.002783,-0.008966,0.029043,0.014457,-0.013914,-0.015487,-0.026881,7,cluster1
-0.017115,-0.015451,-0.049281,-0.061212,0.00448,-0.012067,-0.015293,0.012437,-0.039217,0.006095,-0.018811,5,cluster2
0.003006,-0.023973,-0.043844,-0.070268,0.008628,0.01536,-0.000188,-0.007489,0.001446,-0.024578,-0.039837,6,cluster5
-0.013139,-0.000662,-0.024976,-0.05713,0.019556,0.012929,0.003821,-0.014738,-0.016607,0.024214,-0.012145,7,cluster8
-0.003868,0.006412,-0.044005,-0.059121,0.015359,-0.009404,0.011496,-0.005838,-0.012672,0.004243,-0.017861,6,cluster8
-0.003868,0.006412,-0.044005,-0.059121,0.015359,-0.009404,0.011496,-0.005838,-0.012672,0.004243,-0.017861,6,cluster8
-0.01085,-0.013402,-0.043661,-0.035411,0.009003,0.016454,0.022636,-0.020633,-0.023193,-0.01636,-0.017196,6,cluster6
0.00913,-0.019144,-0.060735,-0.026528,0.030117,-0.013036,-0.005298,0.002945,-0.033945,0.007777,-0.003549,5,cluster5
-0.01085,-0.013402,-0.043661,-0.035411,0.009003,0.016454,0.022636,-0.020633,-0.023193,-0.01636,-0.017196,6,cluster6
-0.017495,-0.021304,-0.05014,-0.025997,0.024977,0.006008,0.008305,-0.010445,-0.038971,-0.015235,-0.019813,6,cluster5
-0.009372,-0.016057,-0.038293,-0.03388,0.001309,0.016723,0.01724,-0.017526,-0.017646,-0.014933,-0.016033,6,cluster6
-0.012758,-0.026776,-0.026004,-0.071686,0.026004,0.023353,0.008279,-0.000646,-0.013166,0.011543,-0.038194,6,cluster8
-0.012431,-0.010797,-0.027723,-0.064045,0.011205,0.014353,0.030772,-0.005919,-0.043481,-0.001357,-0.030698,7,cluster2
-0.003311,-0.028256,-0.028674,-0.079063,0.026427,-0.00764,0.015914,-0.014406,-0.000643,0.022452,-0.017885,8,cluster8
-0.011779,-0.005647,-0.040749,-0.067576,0.021502,-0.003582,0.020873,-0.009439,-0.01626,0.001874,-0.011773,6,cluster8
-0.000041,-0.003603,-0.033756,-0.074268,0.013052,0.005809,0.017906,-0.016788,-0.011777,0.003738,-0.023783,7,cluster8
-0.008469,-0.008841,-0.037961,-0.06911,0.019166,0.002677,0.024689,-0.014089,-0.017003,0.001426,-0.002915,6,cluster8
-0.036457,-0.067717,-0.047367,-0.105734,-0.011481,-0.006158,0.016297,-0.002432,-0.005547,-0.016789,-0.035688,7,cluster4
-0.012752,-0.030552,-0.049003,-0.067019,0.016699,-0.017485,0.024476,-0.00512,-0.023967,0.01855,-0.02948,6,cluster1
-0.024355,-0.024489,-0.039874,-0.065011,0.024289,-0.020972,0.009246,-0.005367,-0.016188,0.015102,-0.037697,5,cluster8
-0.001439,-0.03637,-0.030209,-0.06849,0.006922,0.018026,0.021187,-0.001683,-0.034061,-0.008642,-0.01895,5,cluster2
0.00913,-0.019144,-0.060735,-0.026528,0.030117,-0.013036,-0.005298,0.002945,-0.033945,0.007777,-0.003549,5,cluster5
0.007131,-0.052479,-0.038347,-0.077763,0.029274,0.001069,0.006541,-0.016562,0.004654,-0.010078,-0.038682,7,cluster8
0.002239,-0.046182,-0.039089,-0.075292,0.023174,-0.005038,0.004295,-0.021772,-0.000091,0.012348,-0.022014,8,cluster8
-0.03624,-0.031789,-0.034483,-0.097885,0.003122,-0.013757,0.025602,0.017465,-0.026554,-0.009385,-0.017412,7,cluster1
-0.010447,-0.044579,-0.049813,-0.089992,-0.00553,-0.007861,0.028511,0.002426,-0.018379,0.002629,-0.022024,7,cluster1
-0.009787,-0.01841,-0.041207,-0.075626,0.011976,0.009134,0.005463,-0.003026,-0.034656,0.019856,-0.021653,5,cluster8
-0.007119,-0.011582,-0.049066,-0.060666,0.004097,0.001778,0.017292,-0.000892,-0.031225,0.023604,-0.022317,8,cluster3
-0.012649,-0.022721,-0.029694,-0.071098,0.019723,0.006762,-0.013931,0.006699,-0.023699,-0.03664,-0.020743,5,cluster5
-0.00658,-0.013326,-0.049525,-0.091367,-0.008604,-0.005457,0.008385,0.010633,-0.008738,0.00573,0.005681,5,cluster3
0.002224,-0.002828,-0.03373,-0.068664,0.019874,0.005184,0.02235,-0.00199,-0.005307,-0.019323,0.012737,5,cluster6
-0.032509,-0.010012,-0.014744,-0.050506,0.024782,0.009193,0.011102,-0.032823,-0.015888,0.019578,0.00363,6,cluster8
0.005429,-0.011982,-0.064036,-0.075348,0.001996,-0.006435,0.002713,0.014678,-0.011808,0.005834,-0.008971,6,cluster3
-0.014629,-0.02352,-0.041629,-0.074539,0.025198,-0.01323,0.020806,0.005306,-0.024612,0.022231,-0.018077,7,cluster8
-0.001439,-0.023917,-0.042263,-0.080094,0.006147,0.018377,0.005265,0.026624,-0.06523,-0.011471,-0.025269,5,cluster2
-0.013879,-0.021366,-0.035351,-0.071447,-0.000126,0.018968,0.010376,0.017002,-0.059898,-0.00764,-0.037884,5,cluster2
-0.017813,-0.013662,-0.055404,-0.069506,0.021895,-0.015935,0.055811,0.001982,-0.022437,0.010303,-0.065409,7,cluster1
-0.013285,-0.027576,-0.043057,-0.076477,0.008625,0.009344,0.041839,-0.016272,-0.021033,0.014899,-0.030102,7,cluster1
-0.002476,-0.007324,-0.0437,-0.058364,-0.011595,0.007381,0.005257,-0.017335,-0.007508,0.026156,-0.020693,5,cluster3
-0.012793,-0.021823,-0.037133,-0.073578,0.011522,0.000867,0.043357,0.005637,-0.039644,-0.004614,-0.031996,7,cluster1
-0.000186,0.00216,-0.037786,-0.055051,0.00049,0.007357,0.003156,-0.001551,-0.016283,0.006414,-0.033029,6,cluster3
-0.007044,-0.016455,-0.041984,-0.06029,-0.001189,0.008185,0.001631,-0.003054,-0.020116,0.005732,-0.017989,6,cluster3
-0.006992,-0.019491,-0.044394,-0.054014,0.006413,0.008054,0.005473,-0.008009,-0.012996,-0.02191,0.003667,5,cluster6
-0.009461,-0.012075,-0.040571,-0.058348,0.003821,0.013077,0.011315,0.014695,-0.049093,0.008247,-0.02412,5,cluster2
-0.015299,-0.018189,-0.028943,-0.060542,0.024503,0.013968,0.005349,-0.024411,-0.01168,-0.004065,-0.006249,6,cluster8
-0.009411,-0.032148,-0.040141,-0.069252,0.022291,0.003024,0.032871,0.014882,-0.060506,-0.000502,-0.014394,5,cluster2
-0.035804,-0.018443,-0.023833,-0.064222,0.003173,0.021653,0.023643,0.017218,-0.041325,0.024347,-0.015987,6,cluster2
-0.024386,-0.02437,-0.038543,-0.069241,0.020868,0.011316,-0.010125,0.014809,-0.053851,-0.009631,-0.010183,5,cluster2
-0.025685,-0.010783,-0.033282,-0.056545,0.01578,0.006054,-0.009003,0.02138,-0.051123,0.00345,-0.01504,5,cluster2
-0.007083,-0.013664,-0.040095,-0.07563,0.010282,0.007749,0.007651,0.002586,-0.025237,0.00702,-0.02726,5,cluster2
-0.007199,0.017453,-0.044447,-0.047821,0.012203,-0.010101,0.013387,0.003243,-0.009923,-0.018655,-0.032604,5,cluster6
0.00088,-0.013348,-0.031618,-0.078496,0.001104,0.017945,0.010544,0.009468,-0.051602,-0.01414,-0.040185,5,cluster2
-0.010978,-0.024395,-0.043158,-0.064363,0.002306,-0.003914,0.01322,-0.012517,-0.03133,0.006971,-0.020138,6,cluster3
-0.007733,0.017858,-0.042943,-0.048327,0.011561,-0.00823,0.015176,0.003682,-0.011029,-0.0188,-0.03186,5,cluster6
-0.001228,0.000161,-0.038922,-0.097904,0.014175,-0.008686,0.017233,-0.000757,0.001532,0.006884,-0.007536,6,cluster3
-0.014735,0.004129,-0.011595,-0.062112,0.023052,0.009856,-0.006244,-0.018255,-0.028646,0.002576,-0.02725,4,cluster8
-0.003084,-0.019941,-0.028791,-0.08424,0.025282,0.006476,-0.005685,-0.000236,-0.026144,-0.008497,-0.030812,4,cluster8
-0.015804,-0.011108,-0.026861,-0.050764,0.015418,0.023494,0.024274,-0.013984,-0.026557,-0.013013,0.006986,6,cluster6
-0.05664,0.004314,-0.054752,-0.040304,0.037994,0.04937,0.035349,0.04334,0.03423,0.036983,-0.032536,6,cluster7
-0.015804,-0.011108,-0.026861,-0.050764,0.015418,0.023494,0.024274,-0.013984,-0.026557,-0.013013,0.006986,6,cluster6
-0.042636,-0.011982,-0.036407,-0.05005,-0.006011,-0.005154,-0.020648,0.005447,-0.023916,0.007583,-0.027944,6,cluster4
-0.015804,-0.011108,-0.026861,-0.050764,0.015418,0.023494,0.024274,-0.013984,-0.026557,-0.013013,0.006986,6,cluster6
-0.009679,-0.034375,-0.048993,-0.052919,-0.001318,0.003981,0.004498,-0.005261,-0.014779,-0.005316,-0.020757,7,cluster4
-0.05664,0.004314,-0.054752,-0.040304,0.037994,0.04937,0.035349,0.04334,0.03423,0.036983,-0.032536,6,cluster7
-0.003427,-0.022948,-0.042335,-0.065272,0.010581,0.014506,0.013708,0.014245,-0.046407,0.022925,-0.014983,6,cluster2
-0.007291,-0.016619,-0.033171,-0.074156,0.026198,-0.005514,0.00892,-0.020418,-0.011074,0.010289,-0.013254,5,cluster8
0.021685,-0.005309,-0.049828,-0.080856,0.008608,-0.001726,0.008213,0.012036,-0.014187,0.010654,0.003454,5,cluster3
-0.004614,-0.020103,-0.041512,-0.074683,0.009518,0.000857,0.01898,0.00053,-0.035885,0.022022,-0.018401,5,cluster2
-0.042636,-0.011982,-0.036407,-0.05005,-0.006011,-0.005154,-0.020648,0.005447,-0.023916,0.007583,-0.027944,6,cluster4
0.022458,-0.020136,-0.041321,-0.079409,0.03141,-0.000296,0.003467,0.026453,-0.040719,-0.015786,0.008195,5,cluster2
-0.018725,-0.059403,-0.05963,-0.081597,-0.017004,0.008562,0.009759,0.007213,-0.037956,-0.006904,-0.039855,6,cluster4
-0.02235,-0.009765,-0.028749,-0.064975,0.025357,0.005072,0.00703,-0.02108,-0.016133,-0.021943,-0.025202,6,cluster8
0.005251,-0.002463,-0.068846,-0.039641,0.004211,-0.008363,0.006941,-0.003439,-0.019079,0.001547,-0.018968,5,cluster5
0.00323,-0.018925,-0.043707,-0.064542,0.01697,0.011375,-0.005245,-0.021237,-0.006139,-0.015689,-0.01562,7,cluster5
-0.002511,-0.016677,-0.034082,-0.084942,0.010686,0.017397,-0.01386,-0.013671,-0.01202,-0.006618,-0.037142,6,cluster8
0.00513,0.000406,-0.032781,-0.063966,0.018946,0.005381,0.001186,0.030534,-0.058368,-0.020455,-0.022493,5,cluster2
-0.00804,0.005092,-0.033809,-0.062672,0.006755,0.005818,0.01376,-0.006407,-0.027531,0.013468,-0.012951,5,cluster3
0.013266,-0.025998,-0.047349,-0.068733,0.021327,0.002985,0.013535,0.002682,-0.034679,-0.00938,-0.001748,6,cluster2
-0.031584,-0.023499,-0.032539,-0.083381,0.017295,-0.001563,0.006126,0.001994,-0.031052,0.013484,-0.019001,5,cluster8
0.015123,-0.012693,-0.041288,-0.061174,0.003504,0.017859,-0.000928,0.008475,-0.02109,-0.009939,-0.037304,5,cluster5
-0.006207,-0.020533,-0.044604,-0.067475,0.014389,-0.01501,0.020049,-0.002343,-0.026895,0.015881,-0.024063,8,cluster3
0.002854,0.005594,-0.047525,-0.062812,0.008231,-0.003604,0.014643,0.001396,-0.028875,0.010324,-0.032397,6,cluster3
-0.001379,-0.019813,-0.049796,-0.065179,0.001779,0.019728,0.000274,0.01249,-0.037538,0.028391,0.002014,5,cluster3
-0.018725,-0.059403,-0.05963,-0.081597,-0.017004,0.008562,0.009759,0.007213,-0.037956,-0.006904,-0.039855,6,cluster4
-0.018272,-0.012501,-0.051288,-0.041003,-0.000836,0.020534,0.029416,-0.001225,-0.021253,0.002918,0.006988,6,cluster6
-0.019547,-0.006357,-0.032001,-0.049516,0.031056,0.001159,0.009353,-0.022127,-0.029571,0.00706,0.007695,7,cluster8
-0.001667,-0.01509,-0.041316,-0.067954,0.003713,-0.001692,-0.007135,-0.012245,-0.00104,-0.03041,-0.025079,6,cluster5
-0.015779,-0.007162,-0.050282,-0.037202,0.013866,-0.004584,0.012017,-0.008536,-0.042368,-0.000927,-0.00138,6,cluster6
-0.023253,-0.019581,-0.055225,-0.070274,-0.015795,-0.012813,-0.005333,-0.002004,-0.026857,-0.009143,-0.017762,7,cluster4
-0.019547,-0.006357,-0.032001,-0.049516,0.031056,0.001159,0.009353,-0.022127,-0.029571,0.00706,0.007695,7,cluster8
-0.018272,-0.012501,-0.051288,-0.041003,-0.000836,0.020534,0.029416,-0.001225,-0.021253,0.002918,0.006988,6,cluster6
-0.000365,-0.029912,-0.048999,-0.064291,-0.009895,0.00075,0.017959,-0.00485,-0.038728,-0.003126,-0.011529,7,cluster3
-0.011625,-0.01689,-0.040308,-0.06808,0.011385,-0.01379,0.011421,-0.00436,-0.030116,0.020197,-0.019804,6,cluster8
-0.012092,-0.020068,-0.0371,-0.071082,0.007542,-0.007719,0.010242,-0.006038,-0.033601,0.021988,-0.015216,7,cluster3
-0.002393,-0.019982,-0.040477,-0.090932,0.004785,0.006314,0.012754,-0.006265,0.008901,0.011441,-0.01052,6,cluster3
-0.002393,-0.019982,-0.040477,-0.090932,0.004785,0.006314,0.012754,-0.006265,0.008901,0.011441,-0.01052,6,cluster3
0.002884,-0.005136,-0.059583,-0.025764,0.015876,-0.007241,0.022345,-0.010078,-0.027479,-0.005727,-0.007308,6,cluster6
0.016659,-0.01252,-0.049044,-0.046433,0.009424,0.010971,0.010998,-0.006966,-0.007492,-0.009028,-0.027103,5,cluster5
-0.017225,-0.043925,-0.03534,-0.08004,0.02109,-0.002103,0.022195,0.00714,-0.04161,0.001365,-0.040621,6,cluster1
0.000546,-0.012256,-0.032171,-0.070007,0.012113,0.011373,0.029541,0.02141,-0.062475,0.013878,-0.014034,6,cluster2
0.003419,-0.014498,-0.03097,-0.063148,0.030285,0.027995,0.014868,-0.006372,-0.015321,-0.002178,-0.03263,5,cluster8
-0.010828,-0.025246,-0.044697,-0.082225,0.013699,0.001414,0.005146,0.011407,-0.030425,-0.006679,-0.033662,6,cluster2
-0.007177,-0.023488,-0.047267,-0.063834,-0.014875,0.00752,0.017424,0.025056,-0.074567,0.004541,-0.016927,6,cluster2
-0.010344,-0.018031,-0.043935,-0.066752,0.023374,0.006667,0.011603,0.002656,-0.036453,-0.006446,-0.027804,5,cluster2
0.001163,-0.028134,-0.039896,-0.083917,0.013407,0.003411,0.03272,0.022518,-0.044684,-0.002118,-0.024509,8,cluster2
0.007839,-0.033199,-0.049575,-0.061867,0.009488,0.002797,0.030905,-0.003681,-0.03279,-0.002749,-0.025683,8,cluster1
0.001163,-0.028134,-0.039896,-0.083917,0.013407,0.003411,0.03272,0.022518,-0.044684,-0.002118,-0.024509,8,cluster2
0.010237,-0.034001,-0.034666,-0.078216,0.009296,0.025558,0.008077,-0.012953,-0.001155,-0.013883,-0.061758,6,cluster3
-0.011897,-0.023381,-0.046108,-0.06702,-0.007903,-0.000444,-0.014538,0.009632,-0.033893,0.001905,-0.01472,6,cluster4
-0.023691,-0.042268,-0.040285,-0.078817,0.010914,-0.006796,0.020336,0.004649,-0.031144,0.005923,-0.028569,7,cluster1
-0.012171,-0.050716,-0.052112,-0.084798,0.001833,-0.010097,0.027117,0.008376,-0.029284,-0.00271,-0.021252,6,cluster1
-0.023691,-0.042268,-0.040285,-0.078817,0.010914,-0.006796,0.020336,0.004649,-0.031144,0.005923,-0.028569,7,cluster1
-0.001723,-0.02381,-0.049328,-0.061858,-0.001155,0.009682,0.018474,-0.011306,-0.028125,0.008544,-0.018912,5,cluster3
-0.014051,-0.034612,-0.028328,-0.090189,0.044035,0.013489,0.028924,0.016607,-0.062429,0.010381,-0.03621,6,cluster2
-0.0047,-0.034925,-0.036511,-0.094033,0.027594,0.004183,0.029334,0.014917,-0.048476,0.003359,-0.02784,3,cluster1
0.003185,-0.002716,-0.041273,-0.041598,0.00924,0.015054,0.012278,-0.012653,-0.014449,-0.029464,-0.031089,6,cluster6
-0.025395,-0.03764,-0.04648,-0.084939,0.02012,-0.016757,0.022597,0.023994,-0.040329,-0.011233,-0.017936,7,cluster1
-0.015751,-0.020564,-0.028183,-0.086851,0.028918,0.000197,0.012905,0.007603,-0.029827,-0.008176,-0.013599,6,cluster2
-0.022847,-0.005451,-0.023221,-0.069991,0.024991,-0.004742,-0.000501,0.006042,-0.026956,0.003486,-0.028423,6,cluster8
-0.002398,-0.009932,-0.049136,-0.066383,0.003923,-0.00179,0.009293,0.016124,-0.030046,-0.017894,-0.045778,5,cluster2
-0.01057,-0.024658,-0.044388,-0.065823,0.005978,-0.011133,0.010727,0.001176,-0.03463,0.00329,-0.021905,5,cluster2
-0.011172,-0.047903,-0.062766,-0.094699,0.019371,-0.008306,0.039911,0.029327,-0.028295,-0.011895,-0.034329,7,cluster1
-0.018119,-0.007827,-0.028615,-0.073554,0.017366,0.015866,-0.025314,0.011536,-0.069304,-0.006639,-0.027107,5,cluster2
-0.015984,0.009497,-0.014427,-0.063704,0.0219,0.007437,-0.00535,-0.011978,-0.028381,0.00627,-0.037436,6,cluster8
-0.001329,-0.020447,-0.028301,-0.072078,0.026624,0.010561,0.002192,-0.012956,-0.024776,0.001413,-0.047246,7,cluster8
-0.011172,-0.047903,-0.062766,-0.094699,0.019371,-0.008306,0.039911,0.029327,-0.028295,-0.011895,-0.034329,7,cluster1
0.004534,-0.004514,-0.03959,-0.076715,0.009439,0.008641,0.018072,-0.012846,-0.015077,0.003623,-0.019313,5,cluster3
0.000613,-0.049886,-0.070687,-0.032975,0.03644,-0.016273,-0.008631,0.030635,-0.02959,-0.047155,0.003933,4,cluster5
-0.01503,-0.014146,-0.033105,-0.078404,0.010269,0.005656,0.015522,-0.002482,-0.031795,0.023816,-0.015805,7,cluster8
