@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.EM -I 100 -N 8 -X 10 -max -1 -ll-cv 1.0E-6 -ll-iter 1.0E-6 -M 1.0E-6 -K 10 -num-slots 1 -S 100-weka.filters.unsupervised.instance.RemovePercentage-P70.0-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute -0.512density+0.437alcohol-0.427residualsugar-0.407totalsulfur-0.3freesulfur... numeric
@attribute '-0.588fixedacid+0.581pH-0.345citricacid+0.29 freesulfur+0.244totalsulfur...' numeric
@attribute -0.591volacid+0.504citricacid+0.433sulphates+0.279freesulfur-0.214residualsugar... numeric
@attribute -0.711chlorides-0.442sulphates+0.306freesulfur-0.274volacid+0.274residualsugar... numeric
@attribute 0.643volacid+0.401sulphates+0.337alcohol-0.329chlorides+0.293totalsulfur... numeric
@attribute -0.494freesulfur+0.481sulphates-0.396chlorides+0.328density+0.289residualsugar... numeric
@attribute -0.705citricacid-0.427pH+0.309sulphates-0.269volacid-0.213residualsugar... numeric
@attribute '-0.588fixedacid-0.534pH+0.388residualsugar+0.27 sulphates-0.247totalsulfur...' numeric
@attribute 0.621alcohol+0.409residualsugar+0.394chlorides+0.331fixedacid+0.261pH... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8}

@data
-3.033726,-1.019227,-0.627613,0.710809,-0.121739,1.222321,-0.307345,1.273847,-0.13649,5,cluster5
0.507766,1.463178,0.533742,-1.072283,-0.180871,0.373119,-1.606913,-1.062938,-0.769915,5,cluster4
1.818883,0.31767,0.158655,-0.062996,0.392507,0.121844,-0.700723,-0.909033,0.107594,6,cluster8
-0.935505,0.646187,-0.936453,-5.821897,-1.708351,-2.175138,1.348957,0.719879,0.634792,5,cluster6
0.227375,-0.156626,-0.481251,-0.113175,-0.725152,0.884041,0.167477,0.142628,-0.95231,6,cluster4
-2.485031,0.029434,-0.569357,0.438634,-0.321148,0.380489,0.52409,0.849047,-0.255755,6,cluster5
-1.179886,1.504023,-0.862924,0.993799,-0.85693,0.849495,-0.516958,0.006997,-0.156375,5,cluster5
-1.227618,0.705983,1.085143,0.0715,-0.44587,0.245851,-0.0798,-0.408709,0.095928,6,cluster8
-0.3264,-0.404205,-0.596827,-3.183665,-1.21645,-1.146985,-0.523126,0.85513,-0.973977,5,cluster6
-1.497697,2.066512,-0.464662,0.305747,-1.079497,0.07256,-0.70413,-0.288024,0.22971,5,cluster5
-1.201489,0.594951,0.93378,-0.057458,-0.346554,0.298862,-0.132402,-0.472791,0.119592,6,cluster8
-0.574629,0.718192,0.573843,0.815025,-2.078256,0.659395,-0.56795,-0.766412,0.319149,7,cluster8
0.989685,-0.142241,1.121333,-2.881886,-0.989854,-1.21415,-0.489856,1.016192,1.451207,6,cluster6
-2.856805,1.8646,1.69989,-0.649527,0.678697,1.756618,0.211891,0.464062,0.843854,7,cluster7
3.204268,1.099406,-2.770711,-0.295814,-0.748475,0.665547,0.436632,-0.639649,0.240088,4,cluster4
-3.025338,-0.120419,1.674024,-0.749408,-0.053692,2.338846,0.134141,-0.215588,0.720576,8,cluster7
-1.174288,-0.616741,-1.748671,0.809587,-0.717135,0.58229,-0.727665,-1.311815,0.260666,6,cluster5
1.824242,1.501641,0.97307,-0.726589,-0.058001,1.324886,0.065308,0.336803,-0.267985,7,cluster1
-0.479049,-0.456888,-0.186109,-0.482099,0.524562,-0.572862,1.374769,-0.575123,-1.096943,5,cluster4
-1.282666,-0.323252,-0.957584,0.103734,-0.253443,-0.07354,0.645011,-0.441059,-0.5538,5,cluster3
-2.429516,-1.668306,0.552136,0.700111,0.017485,-0.006553,-1.124578,-0.191449,-0.74573,6,cluster3
-2.784475,0.565186,-0.425821,0.331846,1.32671,-0.428737,0.1473,0.28049,-0.646907,5,cluster3
-1.436871,1.343574,0.102209,0.938121,-0.771341,0.586777,-0.655975,-0.691183,0.458524,7,cluster5
0.085777,-0.556919,-0.556136,0.108816,-0.045189,0.866897,-0.38624,-0.583198,-0.399425,6,cluster4
-1.976422,1.075939,0.921951,0.298975,0.19768,-1.389531,-0.715508,0.194078,-1.181266,5,cluster3
0.446978,1.123265,-0.790282,-1.497645,-0.513752,0.573398,-0.43145,-1.407322,-1.066697,7,cluster4
-2.385295,1.324822,-0.500812,0.760335,-0.616793,1.041313,-0.986714,-0.162168,0.683868,6,cluster5
-0.695757,0.615366,-2.520567,-0.486768,1.325674,0.942557,-0.31612,-0.19776,-0.993252,5,cluster4
0.100241,0.742904,-0.186962,0.335286,-1.408531,0.384722,0.279279,-0.714422,0.152408,6,cluster8
0.485134,1.965344,1.526188,-1.665209,-0.566558,1.641921,-0.41431,-1.915829,1.25003,6,cluster7
2.428335,-0.717812,0.263908,0.280133,-0.09345,-0.257269,-0.100653,0.094697,0.315366,6,cluster2
0.485134,1.965344,1.526188,-1.665209,-0.566558,1.641921,-0.41431,-1.915829,1.25003,6,cluster7
1.621365,-0.925872,-0.597105,0.030694,1.552735,-0.638429,-0.375068,-0.001374,0.865889,8,cluster2
1.210217,-0.253917,0.566769,0.589717,0.447977,-0.872363,-0.269408,-1.040036,0.150675,8,cluster2
-2.824078,-1.325502,-0.241498,0.548724,-0.16186,1.192104,0.497544,-1.152859,0.422287,7,cluster5
1.116686,-0.208533,0.957637,0.007585,-0.425283,0.425508,0.309861,-0.076615,-0.168042,7,cluster1
-2.941013,-0.969115,0.238096,0.229774,1.430563,0.231627,-0.579152,-0.138586,0.137163,5,cluster3
-2.178179,0.776461,-0.537894,-3.696918,-1.76186,-3.164842,0.951657,0.325716,1.585962,5,cluster6
0.6587,3.411447,-1.309486,0.267206,0.127914,1.003062,1.228924,0.397321,-0.786022,5,cluster4
-2.748059,-0.134334,1.736324,-0.608113,0.058773,2.412074,0.114399,-0.016059,-0.012825,8,cluster7
-2.881366,0.947367,1.3942,-0.67674,1.186864,2.166104,0.02539,0.340707,0.078923,7,cluster7
0.878599,0.008154,1.096522,-0.748013,0.384732,1.010207,1.260081,-0.085163,-0.377928,6,cluster1
1.379976,-0.333193,-1.091676,1.042146,-0.616316,-0.439157,0.58505,0.190064,-0.694845,6,cluster2
1.82212,-0.95125,0.106311,0.323104,-1.689937,1.282715,-0.069366,-1.619572,-0.00946,5,cluster8
0.899395,-1.095379,0.772191,0.322757,0.777086,0.799527,-0.334247,0.154121,-0.089449,6,cluster1
0.699351,0.02138,0.712094,0.120187,0.733885,-0.655345,0.604546,-0.678713,0.038674,6,cluster2
1.582738,1.043884,0.803261,-1.120189,0.414605,0.820209,0.058569,0.089841,0.10815,7,cluster1
0.699351,0.02138,0.712094,0.120187,0.733885,-0.655345,0.604546,-0.678713,0.038674,6,cluster2
0.166996,3.272546,-1.06591,-0.15065,0.004628,0.492018,1.676476,0.581438,-0.376998,6,cluster4
1.106197,2.172252,0.322024,-0.19905,-1.036871,0.343547,-0.770761,-1.232279,-0.709394,5,cluster8
2.016827,-0.636934,-0.3796,0.632149,0.437118,-1.274459,0.174025,-0.234632,0.158177,7,cluster2
-1.607049,1.229332,0.943665,0.697846,0.286818,-0.538062,0.779057,-0.389263,0.262054,6,cluster3
1.594012,-1.062077,-0.810491,-0.465635,-0.469458,0.402799,0.610167,-0.03629,-0.507499,6,cluster4
-0.017184,0.585576,0.841885,-0.341283,-0.398085,0.58121,-0.458614,0.099382,0.587386,7,cluster8
0.870839,-2.236732,1.304363,-1.194123,0.200158,1.356701,0.72143,-0.287918,0.194931,4,cluster8
-1.388619,-0.516353,0.08511,-0.285578,-0.534176,1.01326,-0.500186,-1.352832,0.670976,4,cluster8
-3.100626,-0.035147,0.048489,0.426187,0.187402,0.363069,0.788659,-0.253293,-0.181159,5,cluster3
0.710312,-3.183339,0.203181,0.500321,-0.814819,-0.474315,0.628964,-0.963665,-0.45192,7,cluster8
0.108775,0.380414,1.194359,-0.170184,0.481102,-0.444985,-0.594558,-1.867751,0.497348,8,cluster8
1.191431,0.327817,-0.995962,-0.433904,-1.253458,0.631446,0.039555,-0.457573,-0.54851,5,cluster4
-2.645859,1.49641,0.082438,1.649005,0.332018,-1.460249,0.359618,0.056685,0.355367,6,cluster3
-3.105089,0.653555,0.001076,1.454992,0.087708,-1.180771,-0.534207,0.425209,-0.999384,5,cluster3
-0.95281,1.120084,-0.153061,0.040774,0.985895,0.247485,0.536839,0.366203,-1.033158,5,cluster3
1.917136,2.268269,-1.654536,-0.409703,-0.629082,0.252307,-0.957902,-0.833122,-0.605847,7,cluster4
0.998949,0.345182,-3.304372,-2.20096,1.437788,1.287448,-1.269365,-0.812861,-0.794282,4,cluster7
0.413942,-1.254055,-1.313733,-0.254113,-0.161091,-0.02953,0.532451,-1.089506,-0.949728,5,cluster4
1.498013,-0.100376,0.675788,-0.139375,-0.935275,1.224439,0.236777,-0.106996,-0.914337,6,cluster4
0.221426,-2.134853,0.206035,0.504777,-0.359704,-0.883578,0.746749,-0.804322,-0.457975,5,cluster8
0.413942,-1.254055,-1.313733,-0.254113,-0.161091,-0.02953,0.532451,-1.089506,-0.949728,5,cluster4
1.611407,0.549343,0.492611,-0.628013,-0.876574,0.850436,-0.18047,-0.584431,-0.263085,7,cluster8
1.232756,-1.157793,-0.093157,-0.391786,1.988146,0.139778,-0.037347,-0.01455,0.787473,7,cluster1
-2.449847,0.233018,-0.535266,1.132371,-0.97818,1.161677,-0.765141,0.107991,0.270058,6,cluster5
-0.240728,-0.879947,-0.857909,-0.726305,-0.48273,0.68761,0.824161,-0.662512,-0.368,5,cluster4
0.286321,-1.804643,0.818843,-4.44514,-3.315603,-1.582499,-1.718256,1.65248,0.250342,6,cluster6
3.818267,1.96047,-1.185891,-0.068687,0.026297,0.378459,-1.189662,0.105375,0.120819,6,cluster2
2.686195,0.965842,-0.552914,0.121608,0.059119,0.395492,-1.498783,0.238303,-0.021893,6,cluster2
1.296922,1.75486,-1.033958,-0.981163,0.231066,0.118614,-0.240149,-0.578722,-0.243528,6,cluster4
-0.570284,-0.303139,-0.173961,0.055063,0.298506,-0.786291,0.5848,-0.472924,0.045696,6,cluster3
0.406915,1.478434,1.624152,0.330125,-0.131028,-0.730565,0.145846,-1.057967,0.443911,5,cluster8
0.335145,-1.351771,0.108001,-0.166159,0.24195,-0.506841,0.689067,-0.723205,-0.418424,6,cluster8
2.415344,0.097045,0.098591,-1.53693,-1.015833,1.735121,-0.269748,0.706983,-0.51893,5,cluster1
-3.333352,-0.773675,-0.444444,0.529412,-0.028089,0.785571,0.638561,0.006752,0.799159,6,cluster5
0.769197,-1.773042,0.261169,-0.532443,-1.15319,0.61274,0.377016,-0.912606,-0.161924,7,cluster8
1.280108,1.82269,-0.103601,-0.17971,0.823078,-0.376667,-0.103571,0.082843,-0.243462,6,cluster2
1.398684,2.11158,-3.13221,-0.862767,-0.293428,-0.029409,0.194909,0.094602,-0.997221,5,cluster4
0.111828,-1.869816,0.905557,0.072512,-0.734179,-0.809585,0.658917,-1.141363,0.143912,6,cluster8
0.186766,-2.097246,1.100133,-0.330975,-1.077818,-0.25322,-0.159309,-0.978562,0.269901,6,cluster8
-2.492563,0.990716,0.888037,0.578468,0.113168,-0.715745,-0.677725,0.548211,-0.445036,5,cluster3
-2.204134,-0.165962,0.908174,-2.329914,1.430627,1.14397,0.601384,2.110041,-0.438849,5,cluster7
0.120405,0.549669,2.458126,-3.248092,1.032911,-0.444881,-2.738249,-0.25527,0.657902,6,cluster7
0.14726,0.906918,1.552072,-1.237729,-0.252995,0.805807,-0.532938,-1.302699,0.195626,6,cluster8
-1.355503,2.213041,0.257884,-0.42359,1.055787,0.024244,0.030837,-0.39595,-0.36069,6,cluster3
-1.732846,1.94031,1.044703,-0.862723,0.952015,0.344901,-0.42418,-1.4177,0.392067,6,cluster8
0.92793,-1.297021,0.777257,-0.207641,-1.248638,0.12269,0.139151,-0.199739,-0.065927,5,cluster8
1.845913,-2.151439,-0.078423,-0.400987,-0.363009,0.562059,-1.15167,0.301688,-1.276722,5,cluster4
-1.346893,1.614026,0.619961,-1.872041,0.085002,0.079724,1.009609,-0.639509,-0.059916,5,cluster8
1.658339,-3.484408,-0.314002,0.564535,1.158911,0.389286,-0.445934,-0.188406,0.677218,7,cluster2
-2.254326,-1.104595,-0.01568,0.071845,-0.53285,1.557132,-0.352348,-0.556494,1.241318,5,cluster5
-0.833358,-1.213277,-0.745406,0.031144,1.041634,-0.220826,0.641482,-0.116785,0.036706,5,cluster3
-1.370816,0.832499,0.582397,-0.364409,0.525784,0.7218,-0.068368,-1.104408,0.502314,6,cluster8
-2.81178,1.985488,-0.200277,0.910602,-0.51677,0.331008,-1.371629,-0.692663,1.088971,5,cluster5
0.57412,0.992771,-0.80836,0.930134,-1.225134,0.019194,-0.199399,-1.011451,-0.195444,7,cluster5
1.823672,1.870312,0.851584,0.026175,-0.669398,0.556683,-2.097558,-0.10534,-0.504259,8,cluster4
1.189059,-0.341371,0.324005,0.519287,-0.139227,-0.676874,0.278181,-0.376044,-0.083422,8,cluster2
0.908361,-0.713839,0.117119,0.595896,-1.056419,0.339697,-0.053111,-0.549551,-0.260026,7,cluster8
-1.971559,-0.440552,-0.447485,1.160386,-0.64734,-0.905979,0.43339,-0.809375,-0.514635,5,cluster3
-0.566959,1.177974,-0.475991,0.927987,-0.642539,-0.565502,0.093729,-0.598638,-0.53541,6,cluster3
-0.81824,-2.67516,0.442964,-0.669073,-0.223137,0.281055,0.792442,-1.727289,-0.305084,4,cluster8
2.757074,0.452151,-0.464254,-0.193529,1.347721,0.68161,0.742983,-0.392123,0.896248,7,cluster1
1.889854,-1.857521,1.28165,-0.535622,0.340665,0.753577,0.874261,0.062776,0.481451,6,cluster1
-1.845106,1.972033,0.332026,0.574896,-0.826622,0.13839,-1.082561,-0.884056,0.939065,6,cluster5
2.352943,-0.3743,-3.36754,-0.915536,-0.527681,0.490475,-0.61233,-0.614375,-0.585692,4,cluster4
2.414252,0.916365,-1.891705,-0.922273,-0.120148,1.008529,0.295073,0.029247,-0.560996,5,cluster4
-2.016231,0.449428,-1.74793,-0.549367,1.322571,0.021379,-1.857922,0.303182,-0.968114,6,cluster7
0.281659,-0.566263,-1.160098,-0.428354,0.448316,0.35747,-0.777478,-1.000284,-0.194342,5,cluster4
0.647284,1.749071,1.269629,1.585504,0.662037,-1.768246,-1.19903,-0.148612,0.463562,8,cluster2
-0.084446,1.904288,0.483837,1.472925,0.643208,-1.287311,-1.21771,-0.197888,0.663535,8,cluster2
-1.22358,-1.945571,1.103118,-1.141814,0.596153,0.321212,0.431556,-1.439243,0.173007,5,cluster8
0.764751,-0.196902,0.096059,-0.245099,-0.509969,-0.065259,0.244244,-0.924725,-0.05985,5,cluster8
-0.548956,-1.509611,-0.284256,-0.75899,0.85695,0.573773,0.555346,-2.39956,-0.64523,5,cluster8
-1.622259,0.875576,-0.336987,1.547631,-0.087483,-1.369849,0.787883,-0.689679,-0.546483,5,cluster3
-2.200304,1.30769,-0.649182,1.222944,0.472829,-1.337967,1.21616,-0.744164,-0.661552,5,cluster3
1.561215,1.388835,-3.911264,-0.671498,0.417954,0.157303,0.393038,-0.961208,-0.912052,4,cluster4
-2.343895,-1.002818,-1.688733,0.357935,-0.792819,1.269863,-0.38517,-0.456778,0.679661,6,cluster5
0.749262,-0.685273,1.224842,-1.001876,0.061072,0.874577,-0.008258,-0.337487,-0.253294,6,cluster8
-0.272818,-0.500492,0.405875,-1.212541,-0.812261,0.868086,-0.879577,-1.279811,0.403384,6,cluster8
1.365625,0.289096,0.950515,-0.479248,-0.2153,0.622134,-0.164195,-1.026378,0.850828,5,cluster8
-0.158987,-2.004684,-2.293744,-0.491294,1.673132,0.148432,-1.717098,-1.374484,-1.09797,5,cluster7
1.166889,0.379739,0.160636,0.561078,-0.023928,-0.051358,0.162782,-0.185968,-0.78713,6,cluster2
1.35818,-0.715863,-0.619124,0.315305,2.234998,-0.899456,-0.309331,-0.666845,0.857521,7,cluster2
-3.584943,0.279215,0.591114,-0.593686,1.075444,-1.41005,-1.668108,0.680918,-0.945303,5,cluster3
0.235179,0.501475,0.849352,-0.027742,0.968544,1.446519,1.145048,0.371926,-0.243784,7,cluster1
-1.419249,-0.024608,-0.633662,0.392645,-0.417273,-0.681207,-0.377566,-0.083042,-1.22751,5,cluster3
-0.74486,-1.443421,-0.353532,-0.824547,0.624309,0.361106,0.473903,-2.588591,-0.568509,5,cluster8
1.330679,1.212065,1.438148,0.511439,-0.104441,-0.467008,-0.743511,-0.459886,0.080742,6,cluster2
2.505727,2.151307,-1.469487,-0.760388,-1.197076,0.454365,-0.548812,-0.247465,-0.375603,6,cluster4
-5.400676,-1.500983,-3.559955,-8.978041,-1.251756,-4.445421,0.442212,0.766772,3.619761,5,cluster6
1.477602,2.310338,0.240065,-0.027828,1.399534,-0.066704,-1.166868,0.105309,0.885747,7,cluster2
-1.044142,-0.952296,0.352865,0.341202,0.448774,-0.34578,-0.352514,-0.897991,0.355615,5,cluster8
1.549416,-1.220514,-0.401616,-0.286231,1.977612,0.346847,-0.501571,-0.007669,0.875337,7,cluster1
2.592708,-0.790627,0.176764,0.154988,0.964728,0.394251,-0.374899,0.66061,0.158573,6,cluster1
0.958067,-2.083328,-0.500727,0.721993,2.235796,-1.165886,-0.548265,0.137024,0.898161,7,cluster2
-0.81154,-0.976381,0.686556,0.257916,-0.334915,-0.682819,0.003488,-1.081163,0.541753,7,cluster8
1.829097,-0.776906,0.222245,-0.007219,-0.946276,-0.118766,-0.166976,-0.587346,0.379663,6,cluster2
0.527974,4.188355,0.383107,0.306477,-0.637389,0.601722,-1.315229,-1.470976,0.426405,7,cluster8
0.426492,0.402266,-0.22738,-0.225106,-1.107869,-0.697374,0.175347,0.194053,-1.615449,5,cluster4
-2.070726,0.687177,0.557495,1.605672,-0.145106,-1.831341,0.259963,-0.034878,-1.311915,6,cluster3
1.53062,-0.214852,0.472162,0.067502,-2.026264,1.060805,-0.72908,-1.631138,-0.056283,5,cluster8
-3.480899,-1.274833,0.813177,-0.113079,1.517438,0.26241,-0.672522,-0.109253,0.119618,6,cluster3
-3.480899,-1.274833,0.813177,-0.113079,1.517438,0.26241,-0.672522,-0.109253,0.119618,6,cluster3
1.147013,0.635091,0.480276,-0.439448,0.444986,1.20646,0.199609,-0.514978,-0.881408,6,cluster4
-2.636881,-1.897929,1.033202,0.310569,0.201922,-0.418489,-1.991526,0.525119,-1.275659,5,cluster3
1.391987,-1.178915,2.599195,-0.322969,1.575727,0.891125,1.325641,0.648379,0.213334,6,cluster1
0.687114,-1.987934,0.354697,0.248045,-1.023357,0.846699,0.641802,-1.464026,-0.346004,6,cluster8
1.503854,-0.312818,-0.217284,-1.558383,2.281336,2.168809,1.513956,1.381274,-0.353314,4,cluster7
1.145694,-0.859248,-0.949393,0.149961,1.083789,-0.746665,-1.140435,-0.12294,0.940858,7,cluster2
-0.426662,-3.689583,2.153138,-0.388424,-0.235659,-0.056168,-0.713451,-1.080374,-0.259666,6,cluster8
-0.467784,2.861268,-2.378044,0.849293,-0.740537,0.710652,-0.515462,-0.045096,0.396674,6,cluster5
-0.291291,-3.797609,0.979634,-0.25018,0.741517,-0.212274,0.107701,-1.543025,-0.421546,5,cluster8
-0.756615,-2.36317,0.208944,-0.857972,0.870088,0.177445,0.362736,-2.113419,-0.667421,5,cluster8
-1.075435,0.337868,0.018251,0.266594,0.062032,-0.480563,-0.326584,0.06492,-1.112804,6,cluster3
-1.990664,-0.742797,0.77801,1.056842,0.108453,-0.373345,0.627831,-0.482049,0.619499,6,cluster3
0.733239,0.538307,1.604173,-0.479254,-0.095399,0.709276,0.447056,-0.845853,-0.233528,5,cluster8
1.528272,1.290152,0.913096,-0.421397,-1.591918,0.900464,-0.463876,-1.104278,0.130166,6,cluster8
1.385416,2.78202,0.225209,-0.690593,-0.286284,0.323687,-0.835927,-0.500051,-1.0557,6,cluster4
0.452811,2.094141,1.144845,-2.133135,-0.666002,-0.505099,0.695608,-0.238586,1.025967,5,cluster7
1.741135,-1.220686,0.940479,-0.394088,1.222322,-0.301447,-0.806377,-0.189243,0.704809,7,cluster2
0.154403,-0.017603,0.314448,0.175509,0.033969,-1.150676,0.506071,-0.306213,-0.547148,6,cluster2
3.134073,0.942186,-1.022369,0.023075,-0.377446,-0.046314,-1.560055,0.244606,-0.681376,6,cluster2
-0.753857,0.352213,-0.191016,-0.106086,-2.375045,1.027513,-0.579655,-0.900051,0.213309,6,cluster8
-4.32984,-0.71728,2.077895,0.920135,0.08589,-0.107157,-1.151929,0.10853,0.532665,7,cluster3
0.46836,-0.098092,2.793634,0.042955,2.251116,-0.554676,1.431205,0.276749,0.635275,8,cluster7
-0.148282,-0.524552,-0.061903,0.648601,0.318239,-0.531836,-0.538584,-1.149472,0.71635,8,cluster2
-1.484856,1.349611,0.894785,0.255066,-0.05606,-0.283253,0.448296,-0.935905,-0.230762,5,cluster3
-1.979338,1.996564,0.055454,0.185664,-0.628959,0.258255,-0.866201,-0.891352,1.017339,6,cluster5
2.042242,0.191275,0.182471,-0.440959,1.213351,-0.58931,-0.939529,-0.882422,0.938585,8,cluster2
0.109836,-1.435189,-0.316496,0.698831,1.044886,-0.905414,-0.672401,-1.041698,0.731187,7,cluster2
-0.264099,3.983322,1.745816,-0.649175,0.05811,0.455784,0.282757,-0.953225,0.115869,6,cluster8
0.866796,-1.916366,0.978712,0.608884,0.13249,-1.292691,0.803685,0.155942,-0.339429,5,cluster2
1.800149,0.145198,-0.220124,-0.315313,0.458004,-0.604792,-0.39362,-0.181858,0.568241,8,cluster2
-0.225991,2.751578,1.159416,1.135803,-1.067563,-0.361511,-0.539374,-1.283479,0.531111,7,cluster8
1.749301,-0.766268,1.046266,0.184574,-1.201147,0.112583,-0.319574,-0.477134,-0.194971,6,cluster8
-0.309284,-0.850996,-0.920027,-0.735169,-0.995486,0.620831,0.80611,-0.97749,-0.405624,5,cluster4
-0.45475,-1.588957,0.313176,0.990658,0.713968,-0.677234,-0.308996,-0.539938,1.205999,7,cluster2
1.064876,0.590933,0.072736,0.292196,-0.242741,-1.090679,-0.228452,-1.03514,0.343009,7,cluster2
2.193683,2.088928,-0.448886,-0.926284,1.002763,0.918493,-1.430581,0.187989,0.696341,7,cluster7
0.615378,3.005576,0.399803,-1.454849,-0.19566,1.620679,-1.118276,-1.962041,-0.288064,5,cluster8
2.971274,2.716861,-0.358346,-1.938278,2.862177,1.804805,0.411994,1.160821,1.063574,7,cluster7
3.116087,-0.091853,-0.592386,-0.462796,1.319049,0.181598,-0.949278,0.292124,0.717116,6,cluster2
3.116087,-0.091853,-0.592386,-0.462796,1.319049,0.181598,-0.949278,0.292124,0.717116,6,cluster2
0.697173,0.702237,-0.04491,0.193552,-2.337418,0.814328,-0.273946,-0.015349,-0.78076,6,cluster4
2.971274,2.716861,-0.358346,-1.938278,2.862177,1.804805,0.411994,1.160821,1.063574,7,cluster7
2.28838,-0.941018,0.626534,0.351875,-0.242192,-0.446369,0.467724,0.443697,0.33055,7,cluster2
-2.773688,-0.612338,-0.364898,0.40231,-0.221892,0.343144,0.19782,-0.006302,-0.371358,7,cluster3
-2.773688,-0.612338,-0.364898,0.40231,-0.221892,0.343144,0.19782,-0.006302,-0.371358,7,cluster3
-2.977769,1.061884,-1.632022,-0.806465,2.798015,-0.970377,-1.801224,0.434716,-1.069138,6,cluster7
0.58251,0.073461,-0.704258,-0.430157,0.893954,0.291077,-0.322212,-0.756662,0.509311,8,cluster8
1.060307,-0.050743,-0.033876,0.717013,-0.262114,-0.05427,-0.530046,-0.459054,0.879575,6,cluster2
-0.041762,-1.961548,0.151495,0.026837,0.161547,0.167649,-0.967577,-0.600571,0.219104,6,cluster8
1.423256,1.207554,0.762544,1.144073,-0.913593,-1.369096,0.046739,0.021276,-0.070668,6,cluster2
0.50545,-1.595243,1.450293,-1.493802,0.670906,-0.263051,-2.071698,0.337249,-1.678875,5,cluster7
-1.762183,-2.793089,-0.192261,0.671102,0.090335,0.422239,-0.926339,-1.265879,0.745874,4,cluster8
1.739907,-0.588133,0.562009,0.070688,-1.425989,-0.171024,-1.562625,0.383458,0.155208,6,cluster2
1.18259,1.420498,-0.040698,-0.412341,-2.172999,0.24722,0.351985,0.058297,-1.114988,5,cluster4
1.431802,-0.733872,0.730507,-0.131648,-0.80386,-1.136609,-1.154133,-0.464316,-0.089788,6,cluster2
2.231845,-1.133017,0.12173,-0.281045,0.82142,-0.087634,-1.155584,0.899335,-0.550176,7,cluster1
2.151427,-1.720659,0.378015,0.710421,0.250756,-1.364635,-0.912985,0.186719,-0.227031,6,cluster2
0.63818,-0.884796,1.528845,-0.392114,0.753455,-0.573208,-0.140551,-0.175221,-0.345838,5,cluster4
-0.967462,-0.325383,-1.100512,-0.025522,-1.221292,1.824171,0.17765,0.520832,0.656274,5,cluster5
0.838562,-2.243829,2.043074,-0.677202,0.386354,1.013221,0.804667,0.258796,-0.554725,7,cluster1
-2.463021,1.012783,1.097413,0.380696,-0.026566,-1.528401,-0.449956,0.253429,-1.17081,5,cluster3
-3.191088,-1.556514,1.291556,0.329297,-0.133767,-0.58254,-1.936302,0.885094,-0.786271,5,cluster3
-0.149011,-2.2135,0.182951,-0.573758,-0.983497,-0.856002,-0.380297,-0.981943,-0.648697,5,cluster8
0.945965,-1.028955,1.466125,-0.645164,-0.621438,-0.35833,-0.522022,-0.688508,0.03525,6,cluster8
-0.907858,-1.124909,-1.271233,0.601233,2.120949,-0.364616,-2.057426,0.116396,0.662195,7,cluster7
-4.688787,-1.295597,0.765838,0.650732,0.532342,0.568718,-0.058255,0.248254,0.620933,5,cluster3
1.927392,0.197115,0.783038,-0.750599,-0.594142,-1.086507,-1.612783,0.02762,0.695953,6,cluster2
-0.267804,1.594292,1.901237,0.416928,-0.9877,-0.575012,-1.622791,-0.974466,0.589371,6,cluster8
0.834195,-2.500758,1.083262,-0.634124,-0.222569,-0.150028,-0.023793,-0.757571,-0.130896,6,cluster8
0.278517,-1.497169,-0.575437,1.290403,1.758469,-1.563352,-1.805131,-0.570594,0.986043,8,cluster7
-0.98068,-1.344908,-0.805948,0.879658,1.399328,-0.385519,-1.746188,-0.234201,0.506807,6,cluster7
-0.256103,-0.777725,-1.164424,-0.998005,-0.374608,1.055719,0.662242,-0.861361,-0.626495,3,cluster4
0.899568,-2.163102,0.241517,0.133277,0.065746,-0.58694,-0.399979,-0.049741,-1.112607,6,cluster4
1.44999,-0.00229,1.873907,-1.182373,-1.189122,1.987935,-0.454709,0.574806,-1.256036,6,cluster4
-3.1295,0.473845,1.260798,0.127652,-0.609466,0.736647,-3.886713,0.030656,0.849778,6,cluster7
-3.869941,-2.230588,1.685151,1.414506,-0.2146,0.019457,-1.816636,0.634531,-0.144512,5,cluster7
1.578828,-1.901969,1.448701,-0.706798,0.186276,1.118118,0.013913,0.326703,-0.656786,5,cluster1
-1.963046,-0.926193,0.671072,0.188011,0.811655,-0.336294,-0.55326,-0.599135,0.049854,5,cluster3
-0.15778,-1.056003,0.308844,0.986502,1.569612,-1.137331,-1.225272,-0.312242,0.654804,8,cluster2
2.203982,0.13089,-3.309774,-1.014345,0.563805,0.350599,-1.663841,-1.4295,-0.59237,5,cluster4
-1.671912,-0.992443,1.666288,0.299223,0.759156,-0.699607,0.029946,-0.378544,0.593084,6,cluster3
0.416116,-1.687263,1.054014,-0.76609,-0.432411,-0.028224,-0.351278,-0.900358,-0.270402,5,cluster8
-0.499403,-2.039986,1.077581,0.583768,-0.088577,-0.938447,-0.004454,-1.196014,-0.620182,6,cluster8
