@relation cars-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-weka.filters.supervised.attribute.NominalToBinary_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A22-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute class {1,2,3,4}

@data
-0.034497,0.01353,0.010279,-0.052693,-0.031855,-0.000472,0.00294,0.012312,0.016183,-0.021452,0.037511,0.000956,-0.000683,0.024852,0.011861,-0.031533,-0.030727,0.005099,-0.008861,0.004257,-0.006654,1
-0.059807,0.001681,0.015975,-0.041025,-0.013719,-0.002396,0.021335,0.020556,0.031161,-0.028351,0.034172,0.016612,0.013577,0.003027,0.018271,0.005529,-0.024759,-0.003233,-0.006913,-0.012785,-0.006275,1
-0.017867,0.019885,0.055314,0.008729,0.003328,-0.009019,-0.012772,-0.006292,-0.034289,-0.019976,0.028915,0.024364,0.023157,-0.013024,0.00169,-0.039705,-0.041451,-0.016399,0.012158,-0.000767,-0.024221,1
-0.042229,0.026583,0.039413,-0.000009,0.001906,0.009323,0.005954,-0.005812,-0.026456,-0.014679,0.034172,0.002024,0.022366,-0.031153,0.00167,-0.009119,-0.040384,-0.022764,0.001632,-0.01547,-0.020923,2
-0.004195,-0.019177,0.018205,0.003846,-0.00302,-0.018296,0.036545,0.006403,-0.007433,-0.015215,0.020126,0.047436,0.00509,0.018226,-0.007099,-0.046541,-0.051217,-0.001751,-0.016651,-0.02628,-0.021291,1
-0.028557,-0.012479,0.002303,-0.004892,-0.004441,0.000046,0.055271,0.006884,0.0004,-0.009918,0.025383,0.025096,0.0043,0.000097,-0.007119,-0.015955,-0.050149,-0.008116,-0.027177,-0.040983,-0.017994,2
-0.010054,-0.016736,0.024064,-0.041076,0.013093,-0.012437,0.018234,0.002497,-0.000109,-0.02144,0.021591,0.033825,0.007532,0.033851,-0.001239,-0.031893,-0.035592,-0.01347,0.003491,-0.014195,-0.027151,1
-0.034416,-0.010038,0.008163,-0.049814,0.011672,0.005905,0.03696,0.002978,0.007724,-0.016144,0.026847,0.011485,0.006741,0.015722,-0.00126,-0.001306,-0.034524,-0.019835,-0.007035,-0.028898,-0.023853,2
0.001664,0.002307,0.053361,-0.00885,0.009187,0.006606,0.015549,0.014215,-0.014758,-0.02144,0.035751,0.014843,0.015344,0.010413,-0.004169,-0.047518,-0.027779,-0.028118,0.00874,-0.01688,-0.009573,1
-0.012008,-0.003552,-0.002303,0.033143,-0.014739,-0.004136,-0.01619,0.039606,0.027723,0.037031,0.006454,0.063793,-0.000769,0.020179,0.014386,-0.015291,-0.000436,0.009968,-0.022999,-0.012608,-0.00469,1
-0.036369,0.011446,-0.018204,-0.012705,0.020461,0.012741,-0.028469,-0.001417,0.002841,0.049286,-0.002449,0.032237,0.003323,0.00791,0.006553,0.02799,-0.00718,-0.013975,-0.009965,-0.015226,-0.039478,2
-0.02465,0.030489,0.011092,0.019522,0.015578,0.031784,-0.031155,0.009813,-0.012784,0.049286,0.011711,0.013255,0.010647,-0.015528,0.003623,0.014319,0.000632,-0.028624,-0.004716,-0.017912,-0.0219,2
0.015336,-0.015271,-0.010116,0.023377,0.010652,0.005141,0.001389,0.023004,0.004285,0.048262,-0.001358,0.058666,-0.007605,0.033851,-0.005146,-0.023104,-0.010201,-0.00761,-0.022999,-0.028721,-0.022268,1
0.009477,-0.01283,-0.004256,-0.019592,0.026765,0.011001,-0.016922,0.01861,0.01161,0.042036,0.000107,0.045055,-0.004675,0.049476,0.000714,-0.008455,0.005424,-0.018352,-0.002857,-0.016636,-0.028127,1
-0.014885,-0.006132,-0.020158,-0.02833,0.025344,0.029342,0.001804,0.019091,0.019443,0.047333,0.005363,0.022715,-0.005466,0.031347,0.000693,0.022131,0.006491,-0.024717,-0.013383,-0.03134,-0.024829,2
-0.003166,0.012911,0.009139,0.003897,0.021438,0.048385,-0.000881,0.031298,0.004794,0.047333,0.019523,0.003733,0.001858,0.00791,-0.002236,0.006506,0.014304,-0.038389,-0.008134,-0.034025,-0.007251,2
-0.01982,-0.01283,0.005509,-0.009826,-0.004485,-0.017808,-0.052078,0.018122,0.04286,-0.005327,0.032822,0.031627,-0.010535,0.023109,-0.013935,0.002287,0.016166,-0.008587,0.008984,-0.013218,-0.002737,1
-0.007153,0.024761,0.013209,0.001994,-0.027949,0.021501,-0.054433,0.022077,0.021065,0.006869,0.056065,-0.02535,-0.018261,0.002392,-0.023296,-0.018838,0.020054,-0.022245,0.001637,-0.013565,0.01776,1
-0.007153,0.009136,-0.027807,0.022502,-0.019648,-0.010726,-0.045156,-0.023821,-0.011649,0.026766,0.025792,0.011637,-0.026562,0.000438,-0.039897,-0.019814,-0.026821,0.000216,-0.020335,-0.022964,-0.026185,1
-0.032463,-0.002714,-0.022111,0.03417,-0.001512,-0.01265,-0.02676,-0.015577,0.003329,0.019867,0.022453,0.027293,-0.012302,-0.021387,-0.033486,0.017248,-0.020852,-0.008116,-0.018388,-0.040007,-0.025806,2
-0.002242,0.012073,0.028947,0.030213,0.01114,-0.006089,-0.066483,-0.008246,-0.012804,0.008345,0.033798,0.01704,-0.001258,-0.011071,-0.030536,-0.012361,0.001517,-0.028118,0.017529,-0.015904,-0.017385,1
0.013383,-0.02699,-0.008163,0.02533,0.006746,-0.01439,-0.01619,0.00445,0.012098,0.013106,0.024032,0.040111,-0.0203,0.020179,-0.039325,-0.019197,-0.008248,-0.011516,-0.01128,-0.041417,-0.014455,1
0.020191,0.013042,0.005396,-0.005818,-0.000605,0.030778,-0.036855,0.003523,-0.002372,0.019076,0.048253,-0.030477,-0.025097,0.016063,-0.042827,-0.02665,0.008335,-0.03787,0.001637,-0.029678,0.000182,2
-0.01982,-0.01283,0.006486,-0.016662,0.007234,-0.019761,-0.042313,0.037165,0.035047,0.000532,0.003525,0.027721,-0.002722,0.027015,-0.005146,0.002287,0.007377,-0.032024,-0.023487,0.023159,0.007029,1
-0.008101,0.006213,0.035783,0.016541,0.003328,-0.000718,-0.044998,0.048395,0.020399,0.000532,0.018173,0.008739,0.004602,0.002601,-0.008075,-0.012361,0.015189,-0.047649,-0.01836,0.020717,0.024607,1
-0.001293,0.03062,0.007349,0.003947,0.003301,0.012224,-0.056386,0.003523,-0.027763,0.0264,0.01212,-0.024862,-0.008496,-0.003468,-0.028179,-0.018838,-0.013149,-0.049589,-0.02766,0.023056,-0.004701,2
-0.026604,0.018771,0.013046,0.015616,0.021438,0.010299,-0.037991,0.011767,-0.012784,0.019501,0.008781,-0.009206,0.005764,-0.025293,-0.021768,0.018225,-0.00718,-0.05792,-0.025712,0.006014,-0.004322,2
0.013383,-0.02699,-0.007186,0.019471,0.018464,-0.016343,-0.006424,0.023981,0.004285,0.018965,-0.005264,0.036205,-0.012488,0.024085,-0.030536,-0.019197,-0.018014,-0.034954,-0.043506,-0.00504,-0.00469,1
0.014332,-0.008443,-0.028784,-0.000936,-0.001093,0.003923,-0.006093,0.016218,-0.00286,0.031161,0.003331,-0.00179,-0.027539,0.027782,-0.036968,-0.025674,-0.022915,-0.032987,-0.05598,-0.002701,-0.001771,1
-0.010979,-0.020292,-0.023087,0.010733,0.017043,0.001999,0.012302,0.024462,0.012118,0.024262,-0.000008,0.013865,-0.013279,0.005957,-0.030557,0.011389,-0.016946,-0.041319,-0.054032,-0.019743,-0.001392,2
-0.053947,-0.006132,-0.007462,-0.035165,-0.029344,0.00737,-0.000149,0.020556,0.04288,0.007782,0.008781,0.027354,-0.004978,0.00498,-0.000283,0.023108,-0.003274,-0.040342,0.003829,-0.013761,-0.006275,1
-0.017867,0.006213,0.037736,0.004822,-0.031829,0.008071,-0.021561,0.031794,0.020399,0.002485,0.018173,0.030712,0.003625,-0.001306,-0.003192,-0.022127,0.003471,-0.047649,0.019482,-0.001744,0.008006,1
-0.016918,0.024761,0.016138,-0.015584,-0.051386,0.028337,-0.02123,0.02403,0.013253,0.014681,0.026768,-0.007283,-0.011425,0.002392,-0.009624,-0.028603,-0.00143,-0.045683,0.007008,0.000595,0.010924,1
-0.012008,0.012073,0.031876,0.012635,-0.012297,0.000747,-0.033279,-0.006292,-0.020617,0.016157,0.003525,0.035107,0.005578,-0.011071,-0.016864,-0.022127,-0.019967,-0.055462,0.0229,-0.001744,-0.024221,1
-0.011059,0.03062,0.010279,-0.007772,-0.031855,0.021013,-0.032949,-0.014056,-0.027763,0.028353,0.01212,-0.002889,-0.009472,-0.007374,-0.023296,-0.028603,-0.024868,-0.053495,0.010426,0.000595,-0.021302,2
0.003617,-0.02699,-0.005233,0.009705,-0.016692,-0.00853,0.017014,0.006403,0.004285,0.020918,-0.005264,0.058178,-0.013465,0.020179,-0.025653,-0.028963,-0.029733,-0.03886,-0.005909,-0.027256,-0.021291,1
0.004566,-0.008443,-0.02683,-0.010701,-0.03625,0.011735,0.017344,-0.00136,-0.00286,0.033114,0.003331,0.020182,-0.028515,0.023876,-0.032085,-0.035439,-0.034633,-0.036894,-0.018382,-0.024918,-0.018372,1
-0.001293,-0.006001,-0.020971,-0.055623,-0.020136,0.017595,-0.000966,-0.005267,0.004464,0.026888,0.004796,0.006572,-0.026074,0.039501,-0.026225,-0.020791,-0.019008,-0.048612,0.001759,-0.012833,-0.024232,2
0.010425,0.013042,0.008326,-0.023397,-0.024043,0.036638,-0.003652,0.006452,-0.010185,0.026888,0.018956,-0.01241,-0.019238,0.016063,-0.029155,-0.034463,-0.011196,-0.063261,0.007008,-0.015518,-0.006654,2
-0.016918,-0.002095,0.013209,-0.027303,-0.018183,0.029802,-0.034169,-0.000384,0.03962,0.013705,0.006261,-0.023946,0.002735,0.039501,0.034321,-0.021767,-0.008266,0.02463,-0.026927,-0.002579,-0.015443,1
-0.006148,-0.001599,0.064103,0.024354,-0.002532,0.028579,-0.037186,0.019098,0.032117,0.001509,0.012314,-0.004933,0.02511,0.012366,0.037823,-0.02994,0.005424,0.007038,-0.009327,-0.007603,-0.000784,1
-0.0052,0.016948,0.042505,0.003947,-0.022089,0.048845,-0.036855,0.011335,0.024972,0.013705,0.020909,-0.042928,0.010059,0.016063,0.031392,-0.036416,0.000523,0.009005,-0.0218,-0.005264,0.002135,1
-0.03051,0.005099,0.048202,0.015616,-0.003953,0.046921,-0.01846,0.019579,0.039951,0.006805,0.01757,-0.027272,0.024319,-0.005762,0.037803,0.000647,0.006491,0.000673,-0.019853,-0.022306,0.002514,1
-0.03051,-0.010526,0.007186,0.036124,0.004348,0.014694,-0.010159,-0.025343,0.007236,0.025726,-0.012703,0.009715,0.016018,-0.007715,0.022178,-0.00033,-0.040384,0.021181,-0.041825,-0.031706,-0.041431,2
0.015336,-0.034802,0.021134,0.029236,0.010652,0.012954,0.001389,-0.005316,0.016004,0.018965,-0.011124,0.022533,0.00802,0.033851,0.016339,-0.036775,-0.027779,0.019734,-0.034717,-0.033116,-0.03008,1
0.016285,-0.016255,-0.000463,0.00883,-0.008906,0.03322,0.001719,-0.013079,0.008858,0.031161,-0.002529,-0.015462,-0.007031,0.037548,0.009907,-0.043252,-0.03268,0.0217,-0.047191,-0.030777,-0.027162,1
-0.009025,-0.028104,0.005233,0.020499,0.00923,0.031296,0.020115,-0.004835,0.023837,0.024262,-0.005867,0.000193,0.007229,0.015722,0.016318,-0.006189,-0.026712,0.013369,-0.045243,-0.047819,-0.026783,1
0.009477,-0.032361,0.026994,-0.015686,0.026765,0.018813,-0.016922,-0.00971,0.023328,0.012739,-0.009659,0.008922,0.01095,0.049476,0.022198,-0.022127,-0.013131,0.007038,-0.014576,-0.021031,-0.03594,1
-0.003166,-0.00662,0.040389,0.007803,0.021438,0.056198,-0.000881,0.002001,0.016513,0.018036,0.009758,-0.032399,0.017483,0.00791,0.019248,-0.005213,-0.005227,-0.014952,-0.019853,-0.03842,-0.015064,4
-0.013961,-0.036756,0.0309,0.039002,-0.020598,-0.015855,-0.033768,-0.007269,0.047254,-0.028398,0.024032,0.010082,0.00216,0.006507,0.000714,-0.02701,-0.018014,0.027546,-0.022999,-0.029698,-0.003713,1
-0.013012,-0.018208,0.009302,0.018596,-0.040156,0.004411,-0.033437,-0.015032,0.040108,-0.016203,0.032628,-0.027913,-0.01289,0.010204,-0.005718,-0.033486,-0.022915,0.029513,-0.035472,-0.027359,-0.000794,1
-0.01982,-0.034314,0.036759,-0.003967,-0.004485,-0.009995,-0.052078,-0.011175,0.054578,-0.034624,0.025009,-0.003529,0.00509,0.022132,0.006573,-0.011385,-0.002389,0.016804,-0.002735,-0.017613,-0.009573,1
-0.007153,0.003276,0.044459,0.007853,-0.027949,0.029313,-0.054433,-0.00722,0.032784,-0.022428,0.048253,-0.060506,-0.002636,0.002392,-0.002788,-0.03251,0.000523,0.005099,-0.010081,-0.01796,0.010924,1
-0.007153,-0.012349,0.003443,0.026408,-0.019648,-0.002913,-0.045156,-0.052142,0.000069,-0.002531,0.017003,-0.023519,-0.010937,0.000438,-0.019389,-0.033486,-0.046352,0.023653,-0.032054,-0.027359,-0.033021,2
-0.038322,-0.021757,0.014999,-0.004892,0.014602,0.001022,-0.045071,-0.048292,0.022372,-0.015655,0.015129,-0.021474,0.006253,-0.005762,-0.007119,0.019201,-0.024759,0.003603,-0.009965,-0.032316,-0.038501,2
-0.002242,-0.009412,0.060197,0.036072,0.01114,0.001723,-0.066483,-0.037542,-0.001086,-0.020952,0.024032,-0.018116,0.014367,-0.011071,-0.010028,-0.026033,-0.018014,-0.004681,0.00581,-0.020298,-0.024221,1
-0.018791,-0.039335,0.013046,-0.021494,0.021438,0.017624,-0.015774,-0.027784,0.038974,-0.01712,0.022941,-0.030996,-0.002536,0.017675,-0.012979,0.012365,-0.011087,-0.007139,-0.013383,-0.048429,-0.023853,4
0.017289,-0.02699,0.058244,0.020447,0.018953,0.018325,-0.037186,-0.016058,0.016492,-0.022417,0.031845,-0.027638,0.005578,0.012366,-0.015888,-0.031893,-0.004342,-0.016399,0.002392,-0.036412,-0.009573,1
0.018238,-0.008443,0.036646,0.000041,-0.000605,0.038591,-0.036855,-0.023821,0.009347,-0.010221,0.04044,-0.065633,-0.009472,0.016063,-0.022319,-0.038369,-0.009243,-0.014433,-0.010081,-0.034073,-0.006654,2
-0.01982,-0.034314,0.037736,-0.011779,0.007234,-0.011948,-0.042313,0.008356,0.046766,-0.028765,-0.005264,-0.007435,0.012903,0.025062,0.015362,-0.009432,-0.011178,-0.006634,-0.035206,0.018764,0.000193,1
-0.018872,-0.015767,0.016138,-0.032186,-0.012324,0.008317,-0.041982,0.000593,0.03962,-0.016569,0.003331,-0.04543,-0.002148,0.028759,0.008931,-0.015908,-0.016079,-0.004667,-0.047679,0.021103,0.003112,1
-0.032463,-0.008573,0.051132,0.01171,0.001906,0.025436,-0.026272,0.020556,0.039951,-0.023468,0.01464,-0.048757,0.019436,-0.015528,0.012412,0.006506,-0.001321,-0.02667,-0.040604,0.001619,0.021069,1
-0.002242,-0.007459,0.060197,0.02826,0.022859,-0.00023,-0.056717,-0.018011,-0.008898,-0.015093,-0.005264,-0.022022,0.02218,-0.009118,-0.000263,-0.02408,-0.025826,-0.028118,-0.026905,0.016323,-0.014455,1
-0.001293,0.011089,0.038599,0.007853,0.003301,0.020036,-0.056386,-0.025774,-0.016044,-0.002897,0.003331,-0.060018,0.007129,-0.005421,-0.006694,-0.030556,-0.030727,-0.026151,-0.039378,0.018661,-0.011537,2
-0.026604,-0.000761,0.044296,0.019522,0.021438,0.018112,-0.037991,-0.01753,-0.001065,-0.009796,-0.000008,-0.044362,0.021389,-0.027246,-0.000283,0.006506,-0.024759,-0.034483,-0.037431,0.001619,-0.011158,4
0.005571,-0.046033,0.029923,-0.019592,0.034578,-0.002671,-0.024735,-0.009222,0.023328,-0.016558,-0.012589,-0.012562,0.006067,0.038734,-0.003192,-0.016268,-0.020943,-0.024212,-0.035084,0.002651,-0.017385,1
-0.018791,-0.039335,0.014022,-0.02833,0.033156,0.015671,-0.006008,-0.008741,0.031161,-0.011261,-0.007332,-0.034902,0.005276,0.020605,-0.003213,0.014319,-0.019876,-0.030577,-0.045609,-0.012052,-0.014087,4
-0.028637,-0.015767,0.018091,-0.041951,-0.04748,0.017106,-0.018544,-0.016009,0.03962,-0.014616,0.003331,-0.023458,-0.003613,0.025829,0.013814,-0.027627,-0.027797,-0.008573,-0.009837,-0.001114,-0.012513,1
-0.017867,-0.015271,0.068986,0.010682,-0.031829,0.015884,-0.021561,0.003473,0.032117,-0.026811,0.009384,-0.004444,0.01925,-0.001306,0.017315,-0.035799,-0.014108,-0.024212,0.007763,-0.006138,0.002146,1
-0.042229,-0.008573,0.053085,0.001944,-0.03325,0.034225,-0.002835,0.003954,0.039951,-0.021515,0.01464,-0.026784,0.01846,-0.019434,0.017295,-0.005213,-0.01304,-0.030577,-0.002763,-0.020841,0.005444,1
-0.011059,0.009136,0.041529,-0.001912,-0.031855,0.028825,-0.032949,-0.042376,-0.016044,-0.000944,0.003331,-0.038045,0.006153,-0.007374,-0.001811,-0.042275,-0.042446,-0.030058,-0.001292,-0.003799,-0.027162,2
-0.036369,-0.002714,0.047225,0.009756,-0.013719,0.026901,-0.014553,-0.034132,-0.001065,-0.007843,-0.000008,-0.02239,0.020413,-0.0292,0.004599,-0.005213,-0.036477,-0.038389,0.000655,-0.020841,-0.026783,4
-0.022697,-0.041776,0.010116,0.004874,-0.018113,0.017624,0.03574,-0.02046,0.023837,-0.003082,-0.008797,0.000682,0.00137,0.00205,-0.00419,-0.012049,-0.046243,-0.021788,-0.028153,-0.046354,-0.023853,2
-0.028557,-0.039335,0.015975,-0.038095,-0.002,0.023483,0.017429,-0.025343,0.031161,-0.009308,-0.007332,-0.012929,0.003811,0.017675,0.00167,0.0026,-0.031595,-0.033506,-0.008012,-0.034269,-0.029712,4
-0.010054,-0.020642,0.020158,-0.027404,0.001375,0.016372,-0.013016,0.018122,0.038953,0.025923,0.009384,0.038463,0.007043,0.01139,0.015362,-0.013338,0.034721,0.024616,-0.010059,0.026088,-0.026174,1
-0.009106,-0.002095,-0.00144,-0.047811,-0.018183,0.036638,-0.012685,0.010358,0.031808,0.038119,0.017979,0.000468,-0.008007,0.015087,0.008931,-0.019814,0.02982,0.026583,-0.022533,0.028427,-0.023255,1
0.001664,-0.001599,0.049455,0.004822,-0.002532,0.035415,-0.015701,0.02984,0.024305,0.025923,0.024032,0.019482,0.014367,-0.013024,0.012433,-0.027986,0.042533,0.010944,-0.004932,0.023647,-0.008596,1
0.001664,-0.017224,0.008439,0.02533,0.005769,0.003188,-0.006424,-0.015081,-0.010363,0.044844,-0.006241,0.056469,0.006067,-0.014977,-0.004169,-0.028963,-0.004342,0.031452,-0.026905,0.014003,-0.052541,1
-0.004195,-0.014783,0.014298,-0.019592,0.021882,0.009048,-0.024735,-0.019476,-0.003039,0.038618,-0.004776,0.042858,0.008996,0.000648,0.00169,-0.014315,0.011283,0.018757,-0.006763,0.026088,-0.058401,1
0.018238,-0.013814,-0.009252,-0.055623,0.007207,0.044938,0.004893,-0.006731,0.00837,0.049349,0.010655,-0.004659,-0.014843,0.027782,-0.0106,-0.02665,0.020054,0.010958,-0.022655,0.012314,-0.040833,2
0.029008,-0.013318,0.041642,-0.00299,0.022859,0.043716,0.001877,0.013239,0.000867,0.037153,0.01622,0.014355,0.007532,0.000648,-0.007099,-0.035799,0.032767,-0.004681,-0.004932,0.007534,-0.026174,1
-0.0052,-0.018208,-0.00437,-0.000936,-0.040156,0.01027,-0.009999,-0.003313,0.032296,0.008211,0.044346,-0.004476,-0.023632,-0.015187,-0.032085,-0.02958,0.016148,0.031466,-0.031078,0.003647,-0.01056,1
-0.000289,-0.02992,0.011369,0.027283,-0.00009,-0.01732,-0.023026,-0.033636,-0.00255,0.009199,0.020126,0.037914,-0.006629,-0.028649,-0.038349,-0.025057,-0.002389,0.02364,-0.015186,0.001308,-0.045705,1
-0.006148,-0.027478,0.017228,-0.017639,0.016023,-0.01146,-0.041336,-0.038031,0.004774,0.002974,0.022079,0.024303,-0.003699,-0.013024,-0.032489,-0.010408,0.01226,0.011921,0.004956,0.013393,-0.051565,1
-0.03051,-0.02078,0.001327,-0.026376,0.014602,0.006881,-0.02261,-0.03755,0.012607,0.00827,0.027336,0.001963,-0.004489,-0.031153,-0.03251,0.020178,0.013327,0.005556,-0.00557,-0.00131,-0.048267,3
0.005571,-0.007459,0.046525,0.014588,0.01114,0.007583,-0.044022,-0.025824,-0.010851,0.002974,0.036728,0.005321,0.003625,-0.036462,-0.035419,-0.02408,0.021049,-0.002727,0.010205,0.010952,-0.033987,1
0.02605,-0.008443,0.022974,-0.021443,-0.000605,0.04445,-0.01537,-0.014056,0.001534,0.013216,0.052159,-0.042196,-0.020214,-0.009327,-0.04771,-0.038369,0.027867,-0.010526,-0.005687,-0.002823,-0.016419,3
-0.0052,-0.016255,-0.005346,-0.008748,-0.028437,0.008317,-0.002187,0.016218,0.02253,0.014071,0.013096,-0.008382,-0.01582,-0.01128,-0.022319,-0.02958,0.006382,0.008028,-0.063304,0.040024,0.000182,1
-0.03051,-0.028104,0.00035,0.00292,-0.010301,0.006393,0.016208,0.024462,0.037509,0.007172,0.009758,0.007273,-0.00156,-0.033106,-0.015908,0.007483,0.012351,-0.000303,-0.061356,0.022982,0.000561,1
-0.012008,-0.032361,0.022111,-0.032287,0.007234,-0.006089,-0.020828,0.020075,0.037,-0.004351,0.006454,0.016002,0.00216,0.000648,-0.010028,-0.009432,0.026908,-0.004681,-0.030811,0.04977,-0.008596,1
-0.036369,-0.025663,0.00621,-0.041025,0.005813,0.012253,-0.002102,0.020556,0.044833,0.000946,0.011711,-0.006337,0.00137,-0.017481,-0.010049,0.021154,0.027976,-0.011045,-0.041337,0.035067,-0.005298,1
-0.02465,-0.00662,0.035507,-0.007822,0.001906,0.031296,-0.004788,0.032274,0.030185,0.000946,0.026359,-0.025319,0.008694,-0.040918,-0.012979,0.006506,0.035788,-0.02667,-0.03621,0.032381,0.01228,1
-0.006148,-0.026502,0.01674,-0.024475,0.026765,-0.013413,-0.03157,-0.018011,-0.003039,0.008833,-0.008194,0.020397,0.004114,-0.009118,-0.0237,-0.009432,0.003471,-0.011516,-0.027515,0.04977,-0.040823,1
0.020191,-0.027974,-0.013159,-0.016561,-0.003046,0.017595,0.017344,-0.00136,0.001046,0.025301,0.006261,-0.013509,-0.022656,0.002392,-0.04185,-0.037392,-0.003383,-0.00955,-0.063304,0.023911,-0.017396,2
0.014332,-0.025532,-0.007299,-0.061482,0.013067,0.023454,-0.000966,-0.005267,0.00837,0.019076,0.007725,-0.02712,-0.019726,0.018017,-0.035991,-0.022744,0.012242,-0.020292,-0.043163,0.035995,-0.023255,3
0.02605,-0.006489,0.021998,-0.029256,0.009161,0.042497,-0.003652,0.006452,-0.006278,0.019076,0.022862,-0.046102,-0.012402,-0.005421,-0.038921,-0.038369,0.020054,-0.033964,-0.037913,0.03331,-0.005677,3
-0.021773,-0.034314,0.02504,-0.042053,-0.027922,0.0027,0.002609,0.003473,0.037,-0.002397,0.006454,0.037975,0.000696,-0.002282,-0.005146,-0.019197,0.014213,-0.008587,0.006542,0.027797,-0.025198,1
-0.010054,-0.02992,0.013322,0.009705,-0.024504,-0.010484,0.009201,-0.030706,-0.010363,0.017012,-0.009171,0.055981,0.000207,-0.028649,-0.024677,-0.034822,-0.023873,-0.003704,-0.010303,0.015712,-0.051565,1
-0.014885,-0.041776,-0.004533,-0.014658,-0.020066,0.023483,0.057224,-0.008741,0.016025,0.020355,0.002922,0.024119,-0.009372,-0.02334,-0.030557,-0.010096,-0.009134,-0.019835,-0.024247,-0.015104,-0.033619,3
-0.020744,-0.039335,0.001327,-0.05958,-0.003953,0.029342,0.038913,-0.013624,0.023349,0.01413,0.004387,0.010508,-0.006931,-0.007715,-0.024697,0.004553,0.005515,-0.031553,-0.004105,-0.003019,-0.039478,4
0.019242,0.021838,0.009415,0.021424,-0.006926,-0.011948,0.02092,0.045465,0.021864,-0.011797,0.002548,0.046215,0.017785,0.020179,0.019268,-0.003572,-0.023873,0.062702,-0.011768,-0.004795,-0.002737,1
0.014332,0.042827,-0.006323,-0.043904,-0.010371,0.014177,0.00294,0.032819,0.022042,-0.005827,0.01212,-0.005391,0.005664,0.039501,0.018696,0.003623,-0.014126,0.053927,-0.003978,0.009628,-0.005677,1
-0.010979,0.030978,-0.000626,-0.032236,0.007766,0.012253,0.021335,0.041063,0.037021,-0.012726,0.008781,0.010264,0.019925,0.017675,0.025107,0.040686,-0.008157,0.045595,-0.00203,-0.007414,-0.005298,1
0.02605,0.06187,0.022974,-0.011678,-0.014277,0.03322,0.000255,0.044538,0.007394,-0.005827,0.026768,-0.024373,0.012989,0.016063,0.015767,-0.011025,-0.00729,0.040255,0.001149,0.006943,0.011901,1
0.019242,0.030139,0.009415,-0.015686,0.029695,-0.013413,-0.010086,0.002985,-0.011828,-0.004351,-0.011612,0.036999,0.022668,0.026038,0.011456,0.0101,-0.032662,0.045124,0.011791,0.007289,-0.040823,1
0.020191,0.048686,-0.012182,-0.036092,0.010137,0.006853,-0.009755,-0.004778,-0.018974,0.007845,-0.003017,-0.000997,0.007618,0.029735,0.005025,0.003623,-0.037563,0.047091,-0.000682,0.009628,-0.037904,1
-0.005119,0.036837,-0.006486,-0.024423,0.028273,0.004928,0.00864,0.003466,-0.003995,0.000946,-0.006356,0.014659,0.021878,0.00791,0.011435,0.040686,-0.031595,0.038759,0.001266,-0.007414,-0.037525,2
0.030961,0.049182,0.038712,0.016541,0.024812,0.00563,-0.012772,0.015192,-0.026476,-0.004351,0.002548,0.018017,0.029992,0.002601,0.008526,-0.004549,-0.025826,0.030476,0.01704,0.004604,-0.023244,1
0.017289,0.010119,0.012345,0.023377,-0.012786,-0.03148,0.003342,0.027887,0.029676,-0.046953,0.027939,0.02766,0.00509,0.006507,-0.015888,0.000334,-0.023873,0.056843,-0.000049,-0.017491,0.006052,1
0.024097,0.050151,0.025904,-0.009725,-0.020136,0.013688,-0.017324,0.02696,0.015206,-0.040983,0.053136,-0.042928,0.000293,0.002392,-0.019389,-0.007119,-0.005337,0.032442,0.012868,-0.005753,0.02069,1
0.022144,0.03355,-0.015112,0.010783,-0.011836,-0.018538,-0.008046,-0.018938,-0.018485,-0.022062,0.022862,-0.005941,-0.008007,0.000438,-0.035014,-0.006142,-0.052212,0.05295,-0.009105,-0.015152,-0.023255,1
0.016313,0.017444,0.012345,-0.013732,0.023835,-0.032945,-0.026688,-0.01557,-0.004015,-0.040483,0.015243,0.018444,0.009973,0.012366,-0.022724,0.014006,-0.031686,0.038288,0.02351,-0.005406,-0.032034,1
0.017261,0.035991,-0.009252,-0.034139,0.004278,-0.012679,-0.026357,-0.023333,-0.011161,-0.028288,0.023839,-0.019551,-0.005078,0.016063,-0.029155,0.007529,-0.036587,0.040255,0.011037,-0.003067,-0.029115,1
0.028003,0.056011,0.020045,-0.001912,-0.000605,0.006364,-0.029042,-0.012102,-0.02581,-0.028288,0.038487,-0.038533,0.002246,-0.007374,-0.032085,-0.007119,-0.028774,0.02463,0.016286,-0.005753,-0.011537,2
0.036821,0.000842,0.010392,-0.029357,0.030671,-0.016343,0.002609,0.004938,0.013563,-0.041948,0.022568,0.008922,0.001184,0.035804,-0.028583,0.00717,-0.018014,0.028523,0.020092,-0.021519,-0.017385,1
