@relation 'cars-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-weka.filters.supervised.attribute.NominalToBinary_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute 0.793safety=high-0.441safety=low-0.352safety=med+0.179lugboot=small-0.122lugboot=big... numeric
@attribute -0.494lugboot=small+0.485lugboot=big-0.468safety=low+0.362safety=med-0.292persons=more... numeric
@attribute 0.576safety=med+0.516lugboot=small-0.412safety=low-0.342lugboot=big+0.183persons=4... numeric
@attribute 0.763persons=4-0.578persons=2-0.185persons=more-0.171lugboot=small+0.097lugboot=big... numeric
@attribute -0.685persons=more+0.467persons=2+0.282safety=low-0.277safety=med-0.244lugboot=med... numeric
@attribute -0.754lugboot=med+0.538lugboot=big+0.234persons=more+0.216lugboot=small-0.194persons=2... numeric
@attribute 0.761buying=vhigh-0.642buying=high-0.079buying=med-0.04buying=low-0.008doors=4... numeric
@attribute -0.799maint=vhigh+0.574maint=high+0.117maint=low+0.109maint=med+0.047doors=2... numeric
@attribute '-0.628maint=high+0.6  maint=med+0.338maint=low-0.31maint=vhigh-0.122doors=4...' numeric
@attribute 0.817doors=4-0.41doors=5more-0.301doors=2-0.167buying=med-0.106doors=3... numeric
@attribute 0.593maint=low+0.482buying=med-0.374maint=med-0.305buying=high-0.272doors=2... numeric
@attribute '-0.511doors=2+0.494doors=3-0.462buying=med+0.29 buying=high-0.231maint=med...' numeric
@attribute -0.694doors=3+0.617doors=5more-0.267buying=med+0.164buying=high+0.114doors=4... numeric
@attribute 0.566doors=2+0.475maint=low-0.42maint=med-0.351doors=5more-0.281buying=med... numeric
@attribute -0.864buying=low+0.331buying=med+0.295buying=high+0.238buying=vhigh+0.011doors=5more... numeric
@attribute class {1,2,3,4}

@data
1.643958,0.286632,-0.330235,1.768585,-0.064202,-1.723069,-0.079013,1.421362,-1.402677,-0.887891,-0.826054,-1.126219,-0.146939,1.096764,-2.008849,2
-1.110852,0.080368,-1.211455,1.939646,1.111711,1.135162,-0.079013,1.421362,-1.402677,-0.887891,-0.826054,-1.126219,-0.146939,1.096764,-2.008849,1
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,-0.079013,1.421362,-1.402677,-0.887891,-0.826054,-1.126219,-0.146939,1.096764,-2.008849,2
-1.036428,-1.593278,-1.561193,-0.117021,-1.372294,-1.023653,-0.079013,1.421362,-1.402677,-0.887891,-0.826054,-1.126219,-0.146939,1.096764,-2.008849,1
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,-0.079013,1.421362,-1.402677,-0.887891,-0.826054,-1.126219,-0.146939,1.096764,-2.008849,2
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,1
-1.155197,-0.396706,-1.313455,-0.949497,1.071347,-1.930917,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,1
1.460166,0.819415,-0.788133,-1.074443,0.463043,-2.049701,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,1
-0.782841,0.830057,1.2403,1.667127,-0.641479,-1.72157,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,2
1.643958,0.286632,-0.330235,1.768585,-0.064202,-1.723069,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,2
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,2
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,4
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,1
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,-0.084657,1.223857,-1.358305,-0.437294,-0.178302,1.19501,-1.665561,-0.420652,-2.010214,2
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,-0.10463,1.278985,-1.74496,1.694445,-0.028342,-0.370161,0.201476,-0.492119,-2.002418,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,-0.10463,1.278985,-1.74496,1.694445,-0.028342,-0.370161,0.201476,-0.492119,-2.002418,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,-0.10463,1.278985,-1.74496,1.694445,-0.028342,-0.370161,0.201476,-0.492119,-2.002418,1
-0.284291,-0.235994,2.705224,1.145349,0.341642,0.333908,-0.10463,1.278985,-1.74496,1.694445,-0.028342,-0.370161,0.201476,-0.492119,-2.002418,2
-0.782841,0.830057,1.2403,1.667127,-0.641479,-1.72157,-0.10463,1.278985,-1.74496,1.694445,-0.028342,-0.370161,0.201476,-0.492119,-2.002418,2
-0.537878,-2.659328,-0.096269,-0.638799,-0.389173,1.031826,-0.10463,1.278985,-1.74496,1.694445,-0.028342,-0.370161,0.201476,-0.492119,-2.002418,1
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,-0.10463,1.278985,-1.74496,1.694445,-0.028342,-0.370161,0.201476,-0.492119,-2.002418,2
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,-0.10463,1.278985,-1.74496,1.694445,-0.028342,-0.370161,0.201476,-0.492119,-2.002418,2
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,-0.074807,1.327201,-1.348739,-1.137641,0.241448,0.514861,1.36107,-1.019443,-1.974213,1
1.958716,-0.246636,0.676791,-1.596221,1.446164,0.005777,-0.074807,1.327201,-1.348739,-1.137641,0.241448,0.514861,1.36107,-1.019443,-1.974213,1
1.460166,0.819415,-0.788133,-1.074443,0.463043,-2.049701,-0.074807,1.327201,-1.348739,-1.137641,0.241448,0.514861,1.36107,-1.019443,-1.974213,1
-0.971405,-0.92949,-0.855557,1.893531,0.544102,-1.604284,-0.074807,1.327201,-1.348739,-1.137641,0.241448,0.514861,1.36107,-1.019443,-1.974213,1
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,-0.074807,1.327201,-1.348739,-1.137641,0.241448,0.514861,1.36107,-1.019443,-1.974213,2
-0.537878,-2.659328,-0.096269,-0.638799,-0.389173,1.031826,-0.074807,1.327201,-1.348739,-1.137641,0.241448,0.514861,1.36107,-1.019443,-1.974213,1
2.077485,-1.443207,0.429053,-0.763746,-0.997477,0.913041,-0.074807,1.327201,-1.348739,-1.137641,0.241448,0.514861,1.36107,-1.019443,-1.974213,2
-0.656647,-1.462757,0.151469,-1.471275,2.054468,0.124561,-0.089339,0.349433,1.434014,-0.673663,-1.422608,-1.761616,-0.287866,0.297291,-2.013554,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,-0.089339,0.349433,1.434014,-0.673663,-1.422608,-1.761616,-0.287866,0.297291,-2.013554,1
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,-0.089339,0.349433,1.434014,-0.673663,-1.422608,-1.761616,-0.287866,0.297291,-2.013554,2
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,-0.089339,0.349433,1.434014,-0.673663,-1.422608,-1.761616,-0.287866,0.297291,-2.013554,3
1.460166,0.819415,-0.788133,-1.074443,0.463043,-2.049701,-0.094983,0.151928,1.478386,-0.223066,-0.774857,0.559613,-1.806487,-1.220124,-2.014919,1
2.142508,-0.779419,1.13469,1.246806,0.918919,0.33241,-0.094983,0.151928,1.478386,-0.223066,-0.774857,0.559613,-1.806487,-1.220124,-2.014919,3
-0.971405,-0.92949,-0.855557,1.893531,0.544102,-1.604284,-0.094983,0.151928,1.478386,-0.223066,-0.774857,0.559613,-1.806487,-1.220124,-2.014919,1
-1.110852,0.080368,-1.211455,1.939646,1.111711,1.135162,-0.094983,0.151928,1.478386,-0.223066,-0.774857,0.559613,-1.806487,-1.220124,-2.014919,1
-0.537878,-2.659328,-0.096269,-0.638799,-0.389173,1.031826,-0.094983,0.151928,1.478386,-0.223066,-0.774857,0.559613,-1.806487,-1.220124,-2.014919,1
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,-0.094983,0.151928,1.478386,-0.223066,-0.774857,0.559613,-1.806487,-1.220124,-2.014919,2
-1.036428,-1.593278,-1.561193,-0.117021,-1.372294,-1.023653,-0.094983,0.151928,1.478386,-0.223066,-0.774857,0.559613,-1.806487,-1.220124,-2.014919,1
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,-0.094983,0.151928,1.478386,-0.223066,-0.774857,0.559613,-1.806487,-1.220124,-2.014919,4
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,-0.094983,0.151928,1.478386,-0.223066,-0.774857,0.559613,-1.806487,-1.220124,-2.014919,3
1.439488,0.6327,-1.391769,-0.195852,-1.412989,1.597009,-0.094983,0.151928,1.478386,-0.223066,-0.774857,0.559613,-1.806487,-1.220124,-2.014919,4
-0.656647,-1.462757,0.151469,-1.471275,2.054468,0.124561,-0.114955,0.207056,1.091731,1.908673,-0.624897,-1.005557,0.06055,-1.291592,-2.007123,1
-1.155197,-0.396706,-1.313455,-0.949497,1.071347,-1.930917,-0.114955,0.207056,1.091731,1.908673,-0.624897,-1.005557,0.06055,-1.291592,-2.007123,1
-0.971405,-0.92949,-0.855557,1.893531,0.544102,-1.604284,-0.114955,0.207056,1.091731,1.908673,-0.624897,-1.005557,0.06055,-1.291592,-2.007123,1
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,-0.114955,0.207056,1.091731,1.908673,-0.624897,-1.005557,0.06055,-1.291592,-2.007123,3
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,-0.114955,0.207056,1.091731,1.908673,-0.624897,-1.005557,0.06055,-1.291592,-2.007123,2
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,-0.085133,0.255271,1.487952,-0.923414,-0.355107,-0.120536,1.220144,-1.818916,-1.978918,1
1.958716,-0.246636,0.676791,-1.596221,1.446164,0.005777,-0.085133,0.255271,1.487952,-0.923414,-0.355107,-0.120536,1.220144,-1.818916,-1.978918,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,-0.085133,0.255271,1.487952,-0.923414,-0.355107,-0.120536,1.220144,-1.818916,-1.978918,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,-0.085133,0.255271,1.487952,-0.923414,-0.355107,-0.120536,1.220144,-1.818916,-1.978918,1
1.504511,1.296489,-0.686133,1.8147,0.503407,1.016377,-0.085133,0.255271,1.487952,-0.923414,-0.355107,-0.120536,1.220144,-1.818916,-1.978918,4
-0.537878,-2.659328,-0.096269,-0.638799,-0.389173,1.031826,-0.085133,0.255271,1.487952,-0.923414,-0.355107,-0.120536,1.220144,-1.818916,-1.978918,1
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,-0.085133,0.255271,1.487952,-0.923414,-0.355107,-0.120536,1.220144,-1.818916,-1.978918,2
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,-0.085133,0.255271,1.487952,-0.923414,-0.355107,-0.120536,1.220144,-1.818916,-1.978918,3
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,-0.081927,0.366185,0.827254,-0.492771,0.809372,-0.824085,0.065271,2.364573,-1.998853,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,-0.081927,0.366185,0.827254,-0.492771,0.809372,-0.824085,0.065271,2.364573,-1.998853,1
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,-0.081927,0.366185,0.827254,-0.492771,0.809372,-0.824085,0.065271,2.364573,-1.998853,1
-1.036428,-1.593278,-1.561193,-0.117021,-1.372294,-1.023653,-0.081927,0.366185,0.827254,-0.492771,0.809372,-0.824085,0.065271,2.364573,-1.998853,1
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,-0.081927,0.366185,0.827254,-0.492771,0.809372,-0.824085,0.065271,2.364573,-1.998853,3
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,-0.081927,0.366185,0.827254,-0.492771,0.809372,-0.824085,0.065271,2.364573,-1.998853,1
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,-0.081927,0.366185,0.827254,-0.492771,0.809372,-0.824085,0.065271,2.364573,-1.998853,3
1.958716,-0.246636,0.676791,-1.596221,1.446164,0.005777,-0.087571,0.16868,0.871625,-0.042174,1.457123,1.497144,-1.45335,0.847158,-2.000218,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,-0.087571,0.16868,0.871625,-0.042174,1.457123,1.497144,-1.45335,0.847158,-2.000218,1
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,-0.087571,0.16868,0.871625,-0.042174,1.457123,1.497144,-1.45335,0.847158,-2.000218,2
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,-0.087571,0.16868,0.871625,-0.042174,1.457123,1.497144,-1.45335,0.847158,-2.000218,3
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,-0.087571,0.16868,0.871625,-0.042174,1.457123,1.497144,-1.45335,0.847158,-2.000218,1
-1.294644,0.613151,-1.669353,-0.903382,1.638956,0.808529,-0.107544,0.223808,0.48497,2.089565,1.607083,-0.068027,0.413687,0.77569,-1.992422,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,-0.107544,0.223808,0.48497,2.089565,1.607083,-0.068027,0.413687,0.77569,-1.992422,1
2.142508,-0.779419,1.13469,1.246806,0.918919,0.33241,-0.107544,0.223808,0.48497,2.089565,1.607083,-0.068027,0.413687,0.77569,-1.992422,3
-0.971405,-0.92949,-0.855557,1.893531,0.544102,-1.604284,-0.107544,0.223808,0.48497,2.089565,1.607083,-0.068027,0.413687,0.77569,-1.992422,1
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,-0.107544,0.223808,0.48497,2.089565,1.607083,-0.068027,0.413687,0.77569,-1.992422,3
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,-0.107544,0.223808,0.48497,2.089565,1.607083,-0.068027,0.413687,0.77569,-1.992422,4
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,-0.107544,0.223808,0.48497,2.089565,1.607083,-0.068027,0.413687,0.77569,-1.992422,3
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,-0.077721,0.272023,0.881191,-0.742522,1.876873,0.816995,1.573281,0.248367,-1.964217,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,-0.077721,0.272023,0.881191,-0.742522,1.876873,0.816995,1.573281,0.248367,-1.964217,1
1.504511,1.296489,-0.686133,1.8147,0.503407,1.016377,-0.077721,0.272023,0.881191,-0.742522,1.876873,0.816995,1.573281,0.248367,-1.964217,4
-0.537878,-2.659328,-0.096269,-0.638799,-0.389173,1.031826,-0.077721,0.272023,0.881191,-0.742522,1.876873,0.816995,1.573281,0.248367,-1.964217,1
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,-0.077721,0.272023,0.881191,-0.742522,1.876873,0.816995,1.573281,0.248367,-1.964217,2
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,-0.077721,0.272023,0.881191,-0.742522,1.876873,0.816995,1.573281,0.248367,-1.964217,3
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,-0.077721,0.272023,0.881191,-0.742522,1.876873,0.816995,1.573281,0.248367,-1.964217,4
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,-0.077721,0.272023,0.881191,-0.742522,1.876873,0.816995,1.573281,0.248367,-1.964217,1
-0.656647,-1.462757,0.151469,-1.471275,2.054468,0.124561,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
1.460166,0.819415,-0.788133,-1.074443,0.463043,-2.049701,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-1.294644,0.613151,-1.669353,-0.903382,1.638956,0.808529,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-0.971405,-0.92949,-0.855557,1.893531,0.544102,-1.604284,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-0.782841,0.830057,1.2403,1.667127,-0.641479,-1.72157,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
1.643958,0.286632,-0.330235,1.768585,-0.064202,-1.723069,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
1.504511,1.296489,-0.686133,1.8147,0.503407,1.016377,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-0.537878,-2.659328,-0.096269,-0.638799,-0.389173,1.031826,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-1.036428,-1.593278,-1.561193,-0.117021,-1.372294,-1.023653,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
1.439488,0.6327,-1.391769,-0.195852,-1.412989,1.597009,1.757607,-1.703834,-0.559896,-0.63121,-1.342449,-0.705481,0.250042,1.62115,0.546251,1
-0.656647,-1.462757,0.151469,-1.471275,2.054468,0.124561,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
1.460166,0.819415,-0.788133,-1.074443,0.463043,-2.049701,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
2.142508,-0.779419,1.13469,1.246806,0.918919,0.33241,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-0.971405,-0.92949,-0.855557,1.893531,0.544102,-1.604284,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-0.782841,0.830057,1.2403,1.667127,-0.641479,-1.72157,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
1.643958,0.286632,-0.330235,1.768585,-0.064202,-1.723069,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
1.504511,1.296489,-0.686133,1.8147,0.503407,1.016377,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-0.537878,-2.659328,-0.096269,-0.638799,-0.389173,1.031826,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
2.077485,-1.443207,0.429053,-0.763746,-0.997477,0.913041,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-1.036428,-1.593278,-1.561193,-0.117021,-1.372294,-1.023653,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
1.439488,0.6327,-1.391769,-0.195852,-1.412989,1.597009,1.751963,-1.901339,-0.515524,-0.180612,-0.694698,1.615748,-1.26858,0.103735,0.544886,1
-0.656647,-1.462757,0.151469,-1.471275,2.054468,0.124561,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
1.460166,0.819415,-0.788133,-1.074443,0.463043,-2.049701,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-1.294644,0.613151,-1.669353,-0.903382,1.638956,0.808529,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-1.106081,2.372697,0.426504,-1.129786,0.453375,0.691243,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.284291,-0.235994,2.705224,1.145349,0.341642,0.333908,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
2.142508,-0.779419,1.13469,1.246806,0.918919,0.33241,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.782841,0.830057,1.2403,1.667127,-0.641479,-1.72157,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
1.643958,0.286632,-0.330235,1.768585,-0.064202,-1.723069,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-1.110852,0.080368,-1.211455,1.939646,1.111711,1.135162,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.922288,1.839914,0.884402,1.713242,-0.07387,1.017876,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
1.504511,1.296489,-0.686133,1.8147,0.503407,1.016377,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.349314,-0.899782,1.999588,-0.865203,-1.574754,0.91454,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
2.077485,-1.443207,0.429053,-0.763746,-0.997477,0.913041,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-1.036428,-1.593278,-1.561193,-0.117021,-1.372294,-1.023653,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.847865,0.166268,0.534663,-0.343425,-2.557875,-1.140939,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
1.578935,-0.377157,-1.035872,-0.241967,-1.980598,-1.142437,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-1.175875,-0.583421,-1.917091,-0.070906,-0.804685,1.715793,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.987311,1.176125,0.178766,-0.29731,-1.990266,1.598508,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
1.439488,0.6327,-1.391769,-0.195852,-1.412989,1.597009,1.731991,-1.846211,-0.902179,1.951126,-0.544738,0.050577,0.598457,0.032268,0.552682,1
-0.656647,-1.462757,0.151469,-1.471275,2.054468,0.124561,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
-0.468084,0.296789,2.247326,-1.697679,0.868887,0.007275,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
1.958716,-0.246636,0.676791,-1.596221,1.446164,0.005777,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
-1.155197,-0.396706,-1.313455,-0.949497,1.071347,-1.930917,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
-0.966634,1.36284,0.782401,-1.1759,-0.114234,-2.048203,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
-1.294644,0.613151,-1.669353,-0.903382,1.638956,0.808529,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
1.320719,1.829272,-1.144031,-1.028328,1.030652,0.689745,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
-0.472854,-1.99554,0.609368,1.371753,1.527223,0.451194,1.761813,-1.797996,-0.505958,-0.88096,-0.274948,0.935599,1.758051,-0.495056,0.580887,1
