@relation wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0

@attribute fixedacid numeric
@attribute volacid numeric
@attribute citricacid numeric
@attribute residualsugar numeric
@attribute chlorides numeric
@attribute freesulfur numeric
@attribute totalsulfur numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6
6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,8
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7
7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,6
7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,5
6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,5
6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7
7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5
6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7
8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8
6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7
6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,5
6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
7.2,0.31,0.24,1.4,0.057,17,117,0.9928,3.16,0.35,10.5,5
6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7
8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5
